recipe_title,servings,ingredients,cooking_methods,source_url
Moroccan Fried Eggplant,4,"2 medium narrow eggplants | 2 eggs, lightly beaten | 1 teaspoon cumin | 1/2 teaspoon salt | 1/4 teaspoon pepper | vegetable oil (for frying)","blend, fry",https://www.food.com/recipe/moroccan-fried-eggplant-428746
Moroccan Fried Eggs With Cumin and Salt,1,2 eggs | 1 teaspoon olive oil | salt (to taste) | cumin (to taste),fry,https://www.food.com/recipe/moroccan-fried-eggs-with-cumin-and-salt-414808
Moroccan Fried Whiting,4,"fresh whiting fish fillets, cleaned | 2 teaspoons cumin | 1 1/2 teaspoons turmeric | 1 1/2 teaspoons hot paprika | 1 teaspoon sweet paprika | 1/2 teaspoon pepper | salt | pepper | 1/2 cup flour for coating the fish | vegetable oil (for frying) | lemon wedge (optional)",fry,https://www.food.com/recipe/moroccan-fried-whiting-428747
Moroccan Garbanzo Bean and Feta Pitas,4,"1/2 cup olive oil | 1/3 cup white wine vinegar | 1 tablespoon ground cumin | 1/2 teaspoon ground coriander | 1/2 teaspoon ground cinnamon | 1/4 teaspoon cayenne pepper | 1 (15 ounce) can garbanzo beans, drained (chickpeas) | 1 1/2 cups coarsely chopped seeded tomatoes | 1 1/2 cups coarsely chopped seeded peeled cucumbers | 1 cup coarsely crumbled feta cheese | 1/2 cup chopped red onion | 1/3 cup chopped fresh Italian parsley | 4 whole pita bread rounds, halved crosswise | plain yogurt",blend,https://www.food.com/recipe/moroccan-garbanzo-bean-and-feta-pitas-428626
Moroccan Grape Juice,1,"1 quart concord grape juice (or white grape juice) | 2 tablespoons sugar (I used honey) or 2 tablespoons honey, to taste (I used honey) | 2 tablespoons orange blossom water (do not omit) | 1/4 teaspoon cinnamon, to taste (original recipe specified 1 teaspoon) or 1/2 small whole cinnamon stick | ice cube | of fresh mint, for garnish",,https://www.food.com/recipe/moroccan-grape-juice-505443
Moroccan Herbed Olives,10,"1 lb kalamata olives or 1 lb Greek olive | 1/4 cup olives or 1/4 cup vegetable oil | 2 tablespoons snipped parsley | 2 tablespoons snipped fresh cilantro | 1 tablespoon lemon juice | 1/2 teaspoon crushed red pepper flakes | 2 garlic cloves, finely chopped",,https://www.food.com/recipe/moroccan-herbed-olives-420977
Moroccan Hummus,2,"1 teaspoon vegetable oil | 1 small onion, chopped | 2 garlic cloves, chopped | 1 teaspoon ground cumin | 1/2 teaspoon ground coriander | 1/4 teaspoon cinnamon | 1/8 teaspoon cayenne | 2 tablespoons tomato paste | 540 ml chickpeas, rinsed and drained | 1/2 cup plain yogurt | 1 1/2 teaspoons lemon juice | colourful vegetables such as carrot, peppers, cucumbers and asparagus, cut into strips",fry,https://www.food.com/recipe/moroccan-hummus-505751
Moroccan Inspired Baked Potato Slices,4,"1 1/2 lbs potatoes | 2 tablespoons extra virgin olive oil | 1/4 teaspoon ground cilantro | 1/8 teaspoon turmeric | 1/8 teaspoon cinnamon | 1/4 teaspoon chili pepper flakes | 1 garlic clove | 1/2 lemon, juice and zest of",bake,https://www.food.com/recipe/moroccan-inspired-baked-potato-slices-367434
Moroccan-Inspired Flank Steak,4,"3 -4 lbs flank steaks | 1 small onion, minced | 1/2 cup olive oil | 1/4 cup lemon juice | 4 tablespoons minced ginger | 2 tablespoons soy sauce | 2 tablespoons flat leaf parsley, chopped | 3 garlic cloves, minced | 1 tablespoon cumin | 1 tablespoon chili powder | 1 tablespoon sherry wine | 1 teaspoon dried oregano | 1 teaspoon turmeric | 1 teaspoon ground black pepper | 1/4 teaspoon grated nutmeg (optional)",grill,https://www.food.com/recipe/moroccan-inspired-flank-steak-366116
Moroccan Kefta Kebabs,4,"2 lbs ground beef | 1 onion, finely chopped | 1/3 cup chopped fresh parsley | 1/2 teaspoon mint | 1/4 teaspoon marjoram | 3/4 teaspoon salt | 1/4 teaspoon pepper | 1/2 teaspoon ground cumin | 24 bamboo skewers or 24 metal skewers","blend, grill",https://www.food.com/recipe/moroccan-kefta-kebabs-71484
Moroccan Lamb,4,"1 large lemon, juice of | 1 large lemon, zest of | 3 tablespoons olive oil | 3 garlic cloves, sliced | 2 teaspoons ras el hanout spice mix | 4 lamb fillets, trimmed (about 500g total weight) | 1 cup flat leaf parsley | 20 mint leaves, roughly chopped | 20 leaves fresh oregano | 2 vine-ripened tomatoes, roughly chopped",,https://www.food.com/recipe/moroccan-lamb-99655
Moroccan Lamb Chops With Preserved Lemon Gremolata,25,"5 racks of lamb | 4 tablespoons ras el hanout spice mix | 1 bunch fresh cilantro, minced | 2 1/3 tablespoons minced garlic | 1/4 cup extra virgin olive oil | 1 tablespoon lemon juice | 2 preserved lemons | 1 bunch fresh parsley leaves","broil, grill",https://www.food.com/recipe/moroccan-lamb-chops-with-preserved-lemon-gremolata-513988
Moroccan Lamb Fillet (Backstrap),2,"2 -3 lamb fillets (backstrap) | 1 teaspoon ground cumin | 1 teaspoon paprika | 3 garlic cloves, crushed | 1 teaspoon ground coriander | 1 teaspoon dried parsley flakes | 1/2 teaspoon cinnamon | 1/2 teaspoon ground ginger | 1 teaspoon sugar | 1/2 teaspoon harissa | 2 tablespoons lemon juice | 2 tablespoons olive oil","fry, grill",https://www.food.com/recipe/moroccan-lamb-fillet-backstrap-378666
Moroccan Lamb Shank With Couscous,2,"2 lamb shanks | 2 large tomatoes, chopped to small pieces | 2 teaspoons ground cumin | 1 teaspoon ground coriander | 2 teaspoons paprika | 1 teaspoon fennel seed | 5 cm knob ginger, chop into chunky pieces | 2 thai bird's eye chili, chopped (I don't de-seed my chili, as I like them hot) | 1 cinnamon stick | 1 tablespoon olive oil | 500 ml chicken stock | 50 g dried apricots, chopped | 50 g dried figs, chopped | 1 tablespoon almond halve | 2 tablespoons honey | 1 bunch of chopped fresh coriander | 200 g couscous | salt | grounded black pepper","boil, fry, simmer",https://www.food.com/recipe/moroccan-lamb-shank-with-couscous-441037
Moroccan Lamb Tagine,4,1 teaspoon cayenne pepper | 2 teaspoons ground black pepper | 1 1/2 tablespoons paprika | 1 1/2 teaspoons ground ginger | 1 tablespoon turmeric | 2 tablespoons cinnamon | 2 1/2 lbs stewing lamb | 1 cup onion | 2 tablespoons olive oil | 2 tablespoons argan oil | 3 garlic cloves | 1 pint tomato juice | 2 (28 ounce) cans chopped tomatoes | 4 ounces dried apricots | 2 ounces dates | 2 ounces raisins | 3 ounces sliced almonds | 1 teaspoon saffron | 1 pint lamb or 1 pint chicken stock | 1 tablespoon clear honey | 2 tablespoons coriander | 2 tablespoons parsley,"boil, slow cook",https://www.food.com/recipe/moroccan-lamb-tagine-422401
Moroccan Lamb  With Couscous,2,"2 (200 g) lamb fillets (the marinade would be enough for 4 fillets) | 2 teaspoons ground cumin | 2 teaspoons ground coriander | 1 teaspoon cinnamon | 1 teaspoon paprika | 1/2 teaspoon ground ginger | 1/4 teaspoon harissa | 100 ml yogurt | 2 cups water | 2 teaspoons vegetable stock powder | 2 tablespoons hot mango chutney | 1 (100 g) sachet quick-cooking couscous | 1/2 red pepper, diced | 1/2 yellow pepper, diced | 1 tablespoon lemon juice | 3 tablespoons red currants | 2 tablespoons fresh coriander, finely chopped | 100 ml yogurt | 1 tablespoon fresh coriander, finely chopped (this is extra so a total of 3 tablespoons altogether.)","boil, fry, grill",https://www.food.com/recipe/moroccan-lamb-with-couscous-314128
Moroccan Lemon Chicken,4,"2 tablespoons olive oil | 4 chicken breast halves (bone in, skin on) | 1 small onion, sliced thin | 3/4 teaspoon cumin | 1/4 teaspoon paprika | 1/4 teaspoon cinnamon | 2 teaspoon lemons, zest of, finely grated | 1 1/2 teaspoons all-purpose flour | 1 1/2 cups chicken broth (I use College Brand) | 1/3 cup pimento stuffed olive, sliced thin | 1 tablespoon honey | 1/2 cup canned chick-peas, drained & rinsed",simmer,https://www.food.com/recipe/moroccan-lemon-chicken-34697
Moroccan Lemon Chicken With Olives,2,"1 onion, medium, peeled, quartered | 1 medium garlic clove, peeled, minced | 2 large chicken breasts | 1 tablespoon all-purpose flour | 1/2 tablespoon olive oil | 1 1/4 cups water, divided | 1 pinch saffron | 1/4 teaspoon ground ginger | 1/4 teaspoon ground cumin | 1/4 teaspoon paprika | 1/8 teaspoon salt | 2 tablespoons lemon juice | 1 lemon, zest of, minced | 1/4 cup green olives, pitted, chopped | 1 tablespoon cilantro, minced | 1/2 cup couscous | 1 dash black pepper","boil, saute, simmer",https://www.food.com/recipe/moroccan-lemon-chicken-with-olives-324785
Moroccan Lentil and Pumpkin Soup  Crockpot,6,"1 onion, chopped | 2 garlic cloves, mashed | 1 green pepper, minced | 1 teaspoon ginger, crushed | 1 tablespoon oil | 1 teaspoon turmeric | 1/2 teaspoon cumin | 1 pinch saffron | 2 cups lentils | 1 teaspoon paprika | 1/4 teaspoon chili powder | 2 cups pumpkin, cubed | 3 tablespoons tomato paste | 1 carrot, sliced | 6 cups stock | 1/4 cup cilantro, chopped",saute,https://www.food.com/recipe/moroccan-lentil-and-pumpkin-soup-crockpot-493796
Moroccan Lentil Soup with Yogurt,7,"8 spinach, leaves (use large ones) | 1 medium onion, chopped | 2 tablespoons olive oil | 1 carrot, scraped and sliced | 2 garlic cloves, minced | 6 cups chicken broth | 1 cup red lentil | 1 cup tomatoes, peeled, seeded, and chopped | 4 green onions, sliced | 1/4 cup fresh parsley, chopped | 1/4 cup fresh cilantro, chopped | 1 bay leaf | 2 teaspoons ground ginger | 2 teaspoons ground turmeric | 2 teaspoons paprika | 1 teaspoon ground cumin | 1 teaspoon ground cinnamon | 1/2 teaspoon pepper | 1/4 teaspoon salt | 1/2 cup fine egg noodles, uncooked | 1/2 cup plain yogurt","boil, saute, simmer",https://www.food.com/recipe/moroccan-lentil-soup-420718
Moroccan Lentil Soup With Coriander Oil,4,"2 tablespoons olive oil | 1 large onion, diced | 1 large carrot, diced | 2 garlic cloves, crushed | 1 tablespoon ground coriander | 2 teaspoons ground cumin | 1 teaspoon paprika | 175 g red lentils, well rinsed | 1 1/2 liters vegetable stock | 4 tablespoons olive oil | 25 g fresh coriander, roughly chopped | 1/2 garlic clove, crushed with | 1 pinch sea salt | 1 teaspoon lemon juice | 1/4 teaspoon hot chili oil","blend, boil, simmer",https://www.food.com/recipe/moroccan-lentil-soup-with-coriander-oil-315593
Moroccan Lentil Stew With Raisins,6,"1 tablespoon olive oil | 1 cup onion, chopped | 3 garlic cloves, minced (1 tbsp) | 1 (28 ounce) can crushed tomatoes | 2 (18 1/4 ounce) cartons lentil soup, such as Dr. McDougalls | 1 (15 ounce) can chickpeas, rinsed and drained | 1/2 cup raisins or 1/2 cup dried currant | 2 teaspoons ground cinnamon (to taste) | 1 1/2 teaspoons ground cumin | 1/4 teaspoon red pepper flakes (to taste) | 6 tablespoons plain nonfat Greek yogurt or 6 tablespoons plain nonfat soy yogurt","simmer, stew",https://www.food.com/recipe/moroccan-lentil-stew-with-raisins-443205
Moroccan Lentils and Couscous,6,"1 cup lentils, uncooked | 4 garlic cloves, crushed | 1 teaspoon cumin, ground | 1/2 teaspoon salt | 1/8 teaspoon pepper | 1/16 teaspoon ground cinnamon | 1 bay leaf | 3 cups water | 2 teaspoons vegetable oil | 2 cups onions, cut in thin slices | 1/2 cup couscous, uncooked","boil, simmer",https://www.food.com/recipe/moroccan-lentils-and-couscous-504317
Moroccan Liver Slices,4,"1 1/2-2 lbs calf liver, cut in 1x2 inch slices | 1/2 cup plain flour | 1 teaspoon cumin | 1 teaspoon paprika | 1 -2 pinch salt | 2 tablespoons olive oil | 1 red onion, thinly sliced | 3 garlic cloves, minced | 1 bunch parsley, chopped","fry, saute",https://www.food.com/recipe/moroccan-liver-slices-382470
Moroccan Marinated Lamb Blade Chops,8,"32 ounces kefir or 32 ounces whole milk plain yogurt | 1/3 cup ras el hanout spice mix, plus more (about 1.6 ounce jar, for serving) | 8 smashed garlic cloves | 3 tablespoons kosher salt | 8 1/2 inches thick lamb blade chops | cilantro leaves and thinly sliced scallion (for serving) | vegetable oil (for brushing)",grill,https://www.food.com/recipe/moroccan-marinated-lamb-blade-chops-536448
Moroccan Meatball Stew,6,"1 1/2 lbs ground beef | 1 onion, chopped | 1/3 cup panko breadcrumbs | 1/4 cup cilantro, chopped | 1 egg, beaten | 2 garlic cloves, minced | 1 teaspoon turmeric | 1/2 teaspoon cayenne pepper | 1/2 teaspoon ground cinnamon | 1/2 teaspoon ground nutmeg | 1/2 teaspoon pepper | 1/2 teaspoon kosher salt | 1/4 teaspoon ground ginger | 1 tablespoon olive oil | 2 onions, chopped | 4 garlic cloves, minced | 2 cinnamon sticks | 1 teaspoon turmeric | 1/8 teaspoon saffron thread, crumbled (I skipped the saffron) | 1 (14 1/2 ounce) can beef broth | 1 (14 1/2 ounce) can tomatoes, diced | 1/4 cup golden raisin | 2 cups carrots, sliced into 1/2-inch pieces cut on the diagonal | 1/4 cup cilantro, chopped | 1 (5 ounce) package spinach leaves","bake, saute, simmer, stew",https://www.food.com/recipe/moroccan-meatball-stew-404832
Moroccan Meatballs,35,"1 tablespoon extra-virgin olive oil | 1 cup diced yellow onion | 2 garlic cloves, minced | 1 tablespoon harissa | 1 (28 ounce) can crushed san marzano tomatoes | 1 cup beef broth or 1 cup beef stock | kosher salt & freshly ground black pepper | 1 tablespoon chopped fresh parsley | 1 1/2 lbs ground beef | 1/2 cup dry breadcrumbs | 1/2 small onion, finely diced | 1 large egg | 1/2 teaspoon ground coriander | 1/2 teaspoon ground cumin | 1/4 teaspoon ground cinnamon | 1/4 teaspoon curry powder | 1/4 teaspoon dried oregano | 4 tablespoons olive oil","bake, boil, saute, simmer",https://www.food.com/recipe/moroccan-meatballs-531798
Moroccan Meatballs,4,"2 teaspoons olive oil | 1/2 small onion, chopped | 1 garlic clove, smashed | 1 lb ground lamb | 1/2 cup cooked couscous | 1 egg, beaten | 2 tablespoons chopped fresh parsley | 1/2 teaspoon turmeric | 1/4 teaspoon ground cinnamon | 1/4 teaspoon ground ginger","bake, fry, saute",https://www.food.com/recipe/moroccan-meatballs-81921
Moroccan Meatballs &amp; Couscous,16,"1 lb ground lamb | 1/2 onion, finely chopped | 2 tablespoons harissa | 1 tablespoon dried breadcrumbs | salt and pepper | 2 tablespoons parsley, chopped | 1 1/2 onions, finely chopped | 4 garlic cloves, crushed | 1 tablespoon fresh ginger, finely chopped | 2 ounces dried apricots, chopped | 1 teaspoon paprika | 1 teaspoon ground cinnamon | 1 teaspoon coriander seed, crushed | 1 (14 ounce) can chopped tomatoes | 3/4 cup chicken stock | 1 tablespoon honey | 9 ounces couscous | 1 3/4 cups chicken stock, hot | flat leaf parsley | fresh cilantro | 1 lemon, juice | 2 tablespoons extra virgin olive oil | 1 1/2 ounces toasted sliced almonds","boil, fry, toast",https://www.food.com/recipe/moroccan-meatballs-couscous-410543
Moroccan Meatballs in Tomato Sauce,4,"1 1/4 lbs ground lamb | 3 teaspoons paprika, divided | 2 teaspoons cumin, divided | 12 sprigs fresh parsley, leaves chopped and divided | salt | 1 large garlic clove, peeled | 1 (15 ounce) can diced tomatoes with juice, drained | 1/4 cup olive oil | 3 tablespoons tomato paste | 1 small onion, peeled and roughly chopped into 8 pieces",boil,https://www.food.com/recipe/moroccan-meatballs-in-tomato-sauce-375975
Moroccan Meatballs -- Tagine Kefta,2,"6 -8 medium tomatoes, cored and roughly chopped | 1 tablespoon paprika | 1 teaspoon cumin | 1/2 teaspoon cayenne pepper | 3 -4 tablespoons chopped fresh flat-leaf parsley | 2 garlic cloves, minced | salt & freshly ground black pepper, to taste | 1/4 cup vegetable oil | 400 g ground beef | 1 tablespoon paprika | 1 teaspoon cumin | 1/2 teaspoon cayenne pepper | 3 -4 tablespoons chopped fresh flat-leaf parsley | 2 garlic cloves, minced | salt & freshly ground black pepper, to taste",simmer,https://www.food.com/recipe/moroccan-meatballs-tagine-kefta-87354
Moroccan Meatloaf - Loafing Around,4,"1/3 cup burghul wheat | 2 teaspoons rice bran or 2 teaspoons olive oil | 1 brown onion, finely chopped | 1 tablespoon moroccan mixed spice | 1 garlic clove, crushed | 200 g kumara, peeled and finely grated | 200 g ground lamb, lean | 1/3 cup parsley, flat leaf, finely chopped | 2 tablespoons mint, chopped | 2 tablespoons sesame seeds, toasted | 2 tablespoons tomato sauce | 1 tomatoes, medium, sliced","bake, fry",https://www.food.com/recipe/moroccan-meatloaf-loafing-around-376365
Moroccan Mint Tea,3,"gunpowder tea (or any green tea) | boiling water | of fresh mint (prefer short leaf bunch, with less stem) | sugar, to taste","blend, boil",https://www.food.com/recipe/moroccan-mint-tea-505563
Moroccan Mint Tea,6,"10 sprigs of fresh mint, plus extra for garnish | 3 teaspoons green tea | 3 tablespoons sugar (or more to taste) | 4 cups water",boil,https://www.food.com/recipe/moroccan-mint-tea-55799
Sweet & Minty Green Tea,4,"2 tablespoons green tea | 5 cups boiling water | 1 bunch of fresh mint | 1/2-1 cup sugar, to taste",boil,https://www.food.com/recipe/moroccan-mint-tea-83186
Moroccan Mushroom Couscous,4,"1/4 cup olive oil | 1 lb fresh mushrooms, sliced | 1 small onion, thinly sliced | 1 clove garlic | 1 teaspoon cumin | 1 teaspoon coriander seed, crushed | 1/4 teaspoon cinnamon | 1/4 teaspoon nutmeg | 1/4 teaspoon turmeric | 1/4 teaspoon saffron thread | 1 1/2 cups orange juice | 1 teaspoon lemons, zest of or 1 teaspoon orange zest | 1 cup uncooked couscous | 1/4 cup raisins | salt & pepper","saute, simmer",https://www.food.com/recipe/moroccan-mushroom-couscous-86590
Moroccan Mushroom Tagine,4,"1 tablespoon olive oil | 1 brown onion, finely chopped | 1 tablespoon ras el hanout spice mix (Moroccan spice blend) | 1/2 small butternut squash, peeled, chopped (1 2/3 pounds) | 1 lb small portabella mushroom (or white) | 1 (15 ounce) can diced tomatoes | 1 cup vegetable stock (or can use chicken stock) | 1 (15 ounce) can chickpeas, drained, rinsed | 2 ounces pitted dates, chopped (1/4 cup) | plain yogurt | coriander leaves | cooked couscous, to serve","deep fry, fry, simmer",https://www.food.com/recipe/moroccan-mushroom-tagine-502991
Moroccan Olive Omelette (Bayd De Zaitun),2,"6 eggs | 1 (4 1/4 ounce) can black olives, drained (the chopped kind) | 2 tablespoons fresh parsley, chopped | 1/2 teaspoon caraway seed, crushed in a mortar and pestle | 1/2 teaspoon ground cumin | salt & freshly ground black pepper, to taste | 1 tablespoon olive oil | 1 pinch sweet paprika | 1 teaspoon fresh tarragon, minced",fry,https://www.food.com/recipe/moroccan-olive-omelette-bayd-de-zaitun-504185
Moroccan Orange and Almond Cake,8,"1 orange | 4 ounces softened butter | butter, for greasing | 4 ounces superfine sugar | 2 eggs, beaten | 1 cup semolina | 1 cup ground almonds | 1 1/2 teaspoons baking powder | confectioners' sugar, for dusting | strained plain yogurt, to serve | 1 1/4 cups orange juice | 2/3 cup superfine sugar | 8 cardamom pods, crushed","bake, boil, simmer",https://www.food.com/recipe/moroccan-orange-and-almond-cake-478889
Moroccan Orange-Blossom Scented Carrot Salad,4,"1/2 garlic clove, mashed into paste | 1/2 teaspoon ground cinnamon | 1 teaspoon ground cumin | 1 pinch cayenne pepper | fresh ground black pepper, to taste | 1 teaspoon sugar | 2 teaspoons lemon juice (or 1 packet of True Lemon) | 3 tablespoons extra virgin olive oil | 1 tablespoon orange blossom water, divided | 1 lb carrot, scraped and cut diagonally into 1/8-inch thick slices (approx. 4 cups sliced carrots) | 1 tablespoon finely chopped fresh parsley",boil,https://www.food.com/recipe/moroccan-orange-blossom-scented-carrot-salad-428587
Moroccan Orange Cake,1,"4 eggs | 1 1/2 cups sugar | 1/2 cup vegetable oil | 2 cups flour | 4 teaspoons baking powder | 1/2 teaspoon salt | 1/2 cup fresh orange juice | 2 tablespoons orange zest, from 1- 2 oranges | 1 teaspoon vanilla",bake,https://www.food.com/recipe/moroccan-orange-cake-424183
Moroccan Oven Roasted Sesame Potatoes,4,"2 lbs potatoes, scrubbed (I used russets) | 1 tablespoon harissa | 2 tablespoons olive oil | 1 1/2 teaspoons coarse sea salt (I used the coarse type) | 1 tablespoon sesame seeds | 1/4-1/2 lemon",bake,https://www.food.com/recipe/moroccan-oven-roasted-sesame-potatoes-88218
Moroccan Pasta Salad With Chicken,3,"1 tablespoon olive oil | 2 -3 tablespoons mayonnaise | 1/2-1 teaspoon cumin | 1/4-1/2 teaspoon salt | 1/4 teaspoon onion powder | 8 ounces tri-colored rotini pasta, cooked | 1 cooked boneless skinless chicken breast, shredded | 2 hard-boiled eggs, yolk discarded, & white diced | 1 (8 ounce) can peas, drained | 2 -3 tablespoons sliced black olives (optional)",,https://www.food.com/recipe/moroccan-pasta-salad-with-chicken-390481
Moroccan Pasta Salad With Tuna,3,"2 tablespoons mayonnaise | 1 tablespoon olive oil | 1/2-1 teaspoon cumin | 1/4-1/2 teaspoon salt | 1/4 teaspoon onion powder | 8 ounces tri-colored rotini pasta, cooked | 1 (3 ounce) can tuna in olive oil, flaked apart | 1 (8 ounce) can corn, drained | 2 -3 tablespoons sliced black olives",,https://www.food.com/recipe/moroccan-pasta-salad-with-tuna-400659
Moroccan Peanut Couscous With Peas,4,"2 tablespoons crisco pure canola oil | 1/2 cup onion, chopped | 1/4 cup green bell pepper, diced | garlic clove, minced (use 2 - 3 garlic cloves) | 1 1/2 cups chicken broth (or vegetable broth) | 1/2 cup jif crunchy peanut butter | 1/2 teaspoon ground cumin | salt and pepper | 1 (10 ounce) package frozen peas (tiny deluxe, if possible) | 1 cup couscous","blend, boil",https://www.food.com/recipe/moroccan-peanut-couscous-with-peas-428026
Moroccan Peas &amp; Eggs,1,"1 (8 1/2 ounce) can sweet peas, drained or 9 ounces frozen peas | 1 tablespoon olive oil | 1 teaspoon paprika | 1 teaspoon cumin | 1/4-1/2 teaspoon black pepper | 1/4 teaspoon salt | 1/4 teaspoon ginger | 2 -3 eggs",fry,https://www.food.com/recipe/moroccan-peas-eggs-305567
Moroccan Phyllo Rolls,4,"2 cups diced bell peppers (combination yellow, red, and orange) | 2 1/2-3 cups diced zucchini or 2 1/2-3 cups yellow squash | 1 -1 1/4 cup diced onion | 1 1/2-2 cups diced fennel bulbs (about 1 medium bulb) | 1/2 cup dried diced apricots (preferably unsulfured) or 1 cup fresh fig | 5 -6 large garlic cloves, minced | 1 1/2-2 tablespoons extra-virgin olive oil | 3/4 teaspoon ground ginger | 3/4 teaspoon cinnamon | 1 1/2 teaspoons cumin | 1/2 teaspoon paprika | 1/2 teaspoon sea salt | fresh ground black pepper | 1 cup cooked chickpeas or 1 cup white beans | 1/2 cup fresh basil or 1/2 cup parsley, minced | 8 -12 sheets phyllo pastry sheets (see ****) | 2 1/2-3 tablespoons extra-virgin olive oil (to brush phyllo) | 1/4 cup chopped or slivered almonds, lightly toasted (for garnish)","bake, roast",https://www.food.com/recipe/moroccan-phyllo-rolls-427828
Moroccan Pilaf,4,"2 tablespoons olive oil | 1/3 cup whole almond, blanched | 1 small onion, chopped | 1 carrot, peeled and cut into 1/4-inch dice | 1/2 teaspoon ground cinnamon | 1 cup long-grain rice | 3 cups chicken stock | 1/3 cup dried currant | 1 orange, zest of, minced | 1/4 teaspoon cayenne pepper | 1 1/2 tablespoons fresh chives, snipped","bake, boil, saute",https://www.food.com/recipe/moroccan-pilaf-321104
Moroccan Pork Mince,4,"500 g pork mince, trim pork | 1 teaspoon paprika | 1 teaspoon ground ginger | 1 teaspoon cumin | 1 teaspoon cinnamon | 1 onion, chopped | 1 carrot, sliced into thin strips | 1 green pepper, deseeded and sliced | 1 (410 g) can tomatoes, crushed, keep juice","boil, fry, simmer",https://www.food.com/recipe/moroccan-pork-mince-415397
Moroccan Potato Casserole,6,"6 garlic cloves | salt, to taste | 2 teaspoons paprika | 1/2 teaspoon ground cumin | 1/4 teaspoon ground cayenne pepper | 3/4 cup chopped fresh cilantro | 3/4 cup chopped parsley | 1 lemon, juiced | 3 tablespoons red wine vinegar | 3 tablespoons olive oil | 1 1/2 lbs red potatoes, sliced 1/2 inch thick | 1 yellow bell pepper, cut into 1 1/2 inch squares | 1 large green bell pepper, cut into 1 1/2 inch pieces | 4 stalks celery, cut into 2 inch pieces | 1 lb tomatoes, each cut into 8 wedges | 2 tablespoons olive oil","bake, blend",https://www.food.com/recipe/moroccan-potato-casserole-502901
Moroccan Pound Cake,12,"2/3 cup oleo | 1/2 cup vegetable shortening | 2 cups sugar | 4 eggs | 3 cups all-purpose flour | 3 teaspoons baking powder | 1/4 teaspoon salt | 1 cup milk | 1 teaspoon vanilla | 1/2 cup raisins | 3/4 cup nuts, chopped, unsalted, mixed | 1 tablespoon cocoa | 1 tablespoon cinnamon",bake,https://www.food.com/recipe/moroccan-pound-cake-423980
Moroccan Preserved Lemons,1,6 -8 meyer lemons (as many as will fit in your jar) | kosher salt,,https://www.food.com/recipe/moroccan-preserved-lemons-308919
Moroccan Quinoa Salad With Sweet Potato and Spinach,4,"1 sweet potato, peeled and chopped | 1/2 cup almond breeze unsweetened vanilla | 1/4 cup olive oil | 2 tablespoons lemon juice | 1 tablespoon Dijon mustard | 1 garlic clove, minced | 1/4 teaspoon each salt & freshly ground black pepper | 2 tablespoons olive oil | 1/4 teaspoon each salt & freshly ground black pepper | 2 cups cooked quinoa | 2 cups fresh Baby Spinach | 1/4 cup diced red onion | 1/4 cup sliced dried apricot | 1/4 cup sliced natural almonds | 1/4 cup pomegranate seeds (arils) | 2 tablespoons chopped fresh cilantro","bake, blend",https://www.food.com/recipe/moroccan-quinoa-salad-with-sweet-potato-and-spinach-531661
Moroccan Ramadan Soup,4,"1/2 cup dried garbanzo beans, rinsed, picked over (4-ounces) | 2 tablespoons unsalted butter | 1 1/4 teaspoons cinnamon | 1 teaspoon ground ginger | 1 teaspoon ground turmeric | 3/4 teaspoon sweet paprika | 1/2 teaspoon fresh ground black pepper | 1 pinch saffron thread | 3/4 lb boneless lamb, cut in 1/2-inch cubes | 1 cup chopped onion | 3 tablespoons chopped parsley | 3 tablespoons chopped fresh cilantro | 1 1/2 cups crushed canned tomatoes | 5 1/3 cups water | 1/2 cup lentils, rinsed, picked over (4-ounces) | 2 tablespoons lemon juice | 1 1/2 teaspoons salt","boil, simmer",https://www.food.com/recipe/moroccan-ramadan-soup-503356
Moroccan Ras El Hanout Spice Mix,4,1/2 teaspoon ground mustard | 1 teaspoon turmeric | 1 teaspoon salt (ideally sea salt) | 1 teaspoon ground ginger | 1 teaspoon fresh coarse ground black pepper | 1/2 teaspoon cinnamon | 1/2 teaspoon cayenne pepper | 1/2 teaspoon white pepper | 3/4 teaspoon ground coriander | 1/2 teaspoon nutmeg | 1/2 teaspoon star anise | 1/4 teaspoon clove (well ground) | 1 teaspoon ground cumin | 1/2 teaspoon allspice,,https://www.food.com/recipe/moroccan-ras-el-hanout-spice-mix-312698
Moroccan Rice Meatballs,20,"500 g hamburger | 200 g short-grain rice | 2 medium onions, finely chopped | 2 tablespoons lemon juice (40 ml) | 1 teaspoon ground coriander | 1 teaspoon ground paprika | 1 teaspoon ground cinnamon | 1/4 teaspoon powdered saffron | pepper | flat leaf parsley, finely chopped | 2 cups chicken stock (500 ml) | 150 g butter","boil, simmer",https://www.food.com/recipe/moroccan-rice-meatballs-35429
Moroccan Rice Pilaf,3,"2 cups white rice | 4 tablespoons butter, divided | 1 medium onion | 2 tablespoons minced garlic | 1 Thai chile, chopped | 3 cups chicken broth | 1/2 cup white wine | 1 handful Italian parsley | 4 sprigs mint | 10 ounces mixed dried figs, dates and apricots | 2 pinches saffron | salt and pepper | 4 pieces crystallized ginger, finely chopped | 1 tablespoon olive oil | 1/3 cup sliced almonds","boil, microwave, saute, simmer, toast",https://www.food.com/recipe/moroccan-rice-pilaf-523587
