recipe_id,ingredient_id,ingredient_index,ingredient_raw,grams_total,servings,grams_per_serving,extraction_method
59,150,14,"1 (15-oz [420-g]) can chickpeas, drained and rinsed",420.0,5,84.0,bracketed_metric
59,89,15,"4 to 6 bread bowls, for serving",,5,,no_match
60,284,1,"1 lb (450 g) halibut, cut into 2-inch (6-cm) pieces",450.0,5,90.0,bracketed_metric
60,333,2,2 tbsp (30 ml) fresh lemon juice,30.0,5,6.0,bracketed_metric
60,251,3,"3 cloves garlic, minced",12.0,5,2.4,count_estimate
60,522,4,1 tsp salt,5.0,5,1.0,volume_unit
60,63,5,1 tsp black pepper,5.0,5,1.0,volume_unit
60,615,6,1 tbsp (15 ml) vegetable oil,15.0,5,3.0,bracketed_metric
60,638,7,"2 medium white onions, diced",220.0,5,44.0,count_estimate
60,597,8,"4 medium tomatoes, diced",440.0,5,88.0,count_estimate
60,311,9,"2 medium jalapeño chiles or serrano chiles, diced",220.0,5,44.0,count_estimate
60,396,10,"¾ cup (75 g) okra, trimmed and cut into ¼-inch (6-mm) rounds",75.0,5,15.0,bracketed_metric
60,36,11,2 bay leaves,,5,,no_match
60,409,12,¼ cup (60 ml) palm oil,60.0,5,12.0,bracketed_metric
60,613,13,1½ cups (360 ml) vegetable stock,360.0,5,72.0,bracketed_metric
60,593,14,"1 cup (30 g) tightly packed spinach, roughly chopped",30.0,5,6.0,bracketed_metric
61,397,1,2 tbsp (30 ml) olive oil,30.0,5,6.0,bracketed_metric
61,399,2,"2 medium onions, roughly chopped",220.0,5,44.0,count_estimate
61,543,3,"2 medium serrano chiles, diced",220.0,5,44.0,count_estimate
61,251,4,"4 cloves garlic, minced",16.0,5,3.2,count_estimate
61,613,5,"4 cups (960 ml) vegetable stock, divided",960.0,5,192.0,bracketed_metric
61,427,6,3 tbsp (45 ml) Peri Peri Sauce,45.0,5,9.0,bracketed_metric
61,422,7,1½ cups (270 g) peanut butter,270.0,5,54.0,bracketed_metric
61,598,8,2 tbsp (20 g) tomato paste,20.0,5,4.0,bracketed_metric
61,127,9,1 tsp cayenne pepper,5.0,5,1.0,volume_unit
61,120,10,"2 medium carrots, roughly chopped",220.0,5,44.0,count_estimate
61,394,11,"1 cup (99 g) okra, whole",99.0,5,19.8,bracketed_metric
61,593,12,2 cups (60 g) tightly packed spinach,60.0,5,12.0,bracketed_metric
61,522,13,"Salt, to taste",,5,,no_match
62,615,1,2 tbsp (30 ml) vegetable oil,30.0,7,4.29,bracketed_metric
62,399,2,"1 large onion, diced",150.0,7,21.43,count_estimate
62,251,3,"2 cloves garlic, minced",8.0,7,1.14,count_estimate
62,261,4,1 tsp ground ginger,5.0,7,0.71,volume_unit
62,202,5,1 tbsp (8 g) curry powder,8.0,7,1.14,bracketed_metric
62,412,6,1 tsp paprika,5.0,7,0.71,volume_unit
62,597,7,"2 medium tomatoes, finely chopped",220.0,7,31.43,count_estimate
62,659,8,2 cups (450 g) diced Yukon gold potatoes,450.0,7,64.29,bracketed_metric
62,39,9,1 lb (450 g) ground beef,450.0,7,64.29,bracketed_metric
62,523,10,"Salt, as needed",,7,,no_match
62,419,11,"1 cup (150 g) frozen peas and carrots, thawed",150.0,7,21.43,bracketed_metric
62,522,12,1 tsp salt,5.0,7,0.71,volume_unit
62,577,13,3 tbsp (36 g) sugar,36.0,7,5.14,bracketed_metric
62,346,14,2 cups (480 ml) lukewarm water,480.0,7,68.57,bracketed_metric
62,408,15,1 (¼-oz [7-g]) packet active dry yeast,7.0,7,1.0,bracketed_metric
62,108,16,4 cups (360 g) cake flour,360.0,7,51.43,bracketed_metric
62,616,17,"Vegetable oil, as needed",,7,,no_match
63,634,1,3 slices white bread,90.0,7,12.86,count_estimate
63,364,2,"1½ cups (360 ml) milk, divided",360.0,7,51.43,bracketed_metric
63,397,3,2 tbsp (30 ml) olive oil,30.0,7,4.29,bracketed_metric
63,399,4,"2 large onions, roughly chopped",300.0,7,42.86,count_estimate
63,202,5,1 tbsp (8 g) curry powder,8.0,7,1.14,bracketed_metric
63,403,6,1 tsp dried oregano,5.0,7,0.71,volume_unit
63,197,7,1 tsp ground cumin,5.0,7,0.71,volume_unit
63,604,8,1 tsp ground turmeric,5.0,7,0.71,volume_unit
63,251,9,"2 cloves garlic, minced",8.0,7,1.14,count_estimate
63,39,10,1 lb (450 g) ground beef,450.0,7,64.29,bracketed_metric
63,352,11,¼ cup (80 g) mango chutney,80.0,7,11.43,bracketed_metric
63,22,12,1 tbsp (20 g) apricot jam,20.0,7,2.86,bracketed_metric
63,663,13,Zest and juice of 1 lemon,,7,,no_match
63,598,14,1 tsp tomato paste,5.0,7,0.71,volume_unit
63,526,15,"Salt and black pepper, as needed",,7,,no_match
63,209,16,2 large eggs,300.0,7,42.86,count_estimate
63,36,17,2 bay leaves,,7,,no_match
64,615,1,1 to 2 tbsp (15 to 30 ml) vegetable oil,,5,,no_match
64,399,2,"3 medium onions, thinly sliced",330.0,5,66.0,count_estimate
64,597,3,"4 large tomatoes, thinly sliced",600.0,5,120.0,count_estimate
64,251,4,½ tsp minced garlic,2.5,5,0.5,volume_unit
64,525,5,"Salt and black pepper, to taste",,5,,no_match
64,100,6,"Butter, as needed",,5,,no_match
64,634,7,8 slices white bread,240.0,5,48.0,count_estimate
64,278,8,8 slices Gruyère cheese,240.0,5,48.0,count_estimate
64,313,9,1 (12-oz [336-g]) jar mango chutney,336.0,5,67.2,bracketed_metric
65,10,1,2 cups (250 g) all-purpose flour,250.0,3,83.33,bracketed_metric
65,523,2,"½ tsp salt, plus more as needed",2.5,3,0.83,volume_unit
65,625,3,½ cup (120 ml) water,120.0,3,40.0,bracketed_metric
65,616,4,"1 cup (240 ml) vegetable oil, plus more as needed",240.0,3,80.0,bracketed_metric
65,39,5,1 lb (450 g) ground beef,450.0,3,150.0,bracketed_metric
65,64,6,"Black pepper, as needed",,3,,no_match
65,251,7,"2 cloves garlic, minced",8.0,3,2.67,count_estimate
65,260,8,½ tsp finely chopped fresh ginger,2.5,3,0.83,volume_unit
65,543,9,"3 small serrano chiles, diced",210.0,3,70.0,count_estimate
65,497,10,"½ medium red onion, finely chopped",55.0,3,18.33,count_estimate
65,209,11,6 large eggs,900.0,3,300.0,count_estimate
66,580,1,"1 lb (450 g) sweet potatoes, peeled",450.0,7,64.29,bracketed_metric
66,77,2,"Boiling water, as needed",,7,,no_match
66,10,3,1 cup (125 g) all-purpose flour,125.0,7,17.86,bracketed_metric
66,209,4,1 large egg,150.0,7,21.43,count_estimate
66,99,5,"¼ cup (58 g) butter, melted",58.0,7,8.29,bracketed_metric
66,522,6,Pinch of salt,,7,,no_match
66,616,7,"Vegetable oil, as needed",,7,,no_match
67,10,1,1 cup (125 g) all-purpose flour,125.0,5,25.0,bracketed_metric
67,29,2,1 tsp baking soda,5.0,5,1.0,volume_unit
67,522,3,½ tsp salt,2.5,5,0.5,volume_unit
67,209,4,2 large eggs,300.0,5,60.0,count_estimate
67,665,5,Zest from 1 orange,,5,,no_match
67,575,6,¾ cup (144 g) granulated sugar,144.0,5,28.8,bracketed_metric
67,516,7,1 tbsp (14 g) room-temperature unsalted butter,14.0,5,2.8,bracketed_metric
67,22,8,4 tbsp (80 g) apricot jam,80.0,5,16.0,bracketed_metric
67,206,9,1 tsp distilled white vinegar,5.0,5,1.0,volume_unit
67,364,10,¾ cup (180 ml) milk,180.0,5,36.0,bracketed_metric
67,217,11,1 cup (240 ml) evaporated milk,240.0,5,48.0,bracketed_metric
67,99,12,8 tbsp (112 g) butter,112.0,5,22.4,bracketed_metric
67,95,13,¼ cup (36 g) brown sugar,36.0,5,7.2,bracketed_metric
67,611,14,1½ tsp (8 ml) vanilla extract,8.0,5,1.6,bracketed_metric
