recipe_id,ingredients_text
652,"1 cup uncooked couscous 1 cup chopped green peppers or 1 cup red pepper 1/2 cup shredded carrot 2 cups cooked chicken, shredded 1 cup sliced celery 2 green onions, sliced 1/3 cup orange juice 1/3 cup oil 1/4 cup chopped fresh parsley 2 tablespoons lemon juice 2 tablespoons soy sauce 1/4 teaspoon ground ginger 1 dash salt 1/8 teaspoon pepper"
653,"2 cups good chicken stock or 2 cups vegetable stock 3/4 teaspoon cinnamon 1/2 teaspoon ground ginger 1/2 teaspoon ground cumin 1/4 teaspoon turmeric 1 cup couscous 1 medium carrot, cut into 1/4 inch dice 1 small red onion, cut into 1/4 inch dice 1 small red bell pepper, cut into 1/4 inch dice 1 small cucumbers or 1 small zucchini, cut into 1/4 inch dice 1 small sweet crisp apple, cut into 1/4 inch dice 1/3 cup currants (optional) or 1/3 cup raisins (optional) 1 -2 cup canned chick-peas, rinsed and drained 1/2 lemon, juice of, fresh 1/2 teaspoon salt 1/4 teaspoon fresh ground black pepper bottled vinaigrette dressing (i like a greek vinaigrette) or oil and vinegar, to taste"
654,2 cups water 1 small cucumber 1 1/2 cups couscous 1/2 cup raisins 1/2 teaspoon turmeric 1 medium tomatoes 1 small onion 1 tablespoon mint 1 (15 1/2 ounce) can chickpeas 1/3 cup lime juice 1 1/2 tablespoons olive oil 1 teaspoon ginger 3/4 teaspoon cumin 1/2 teaspoon sugar 1/2 teaspoon salt 1/4 teaspoon pepper 1/2 teaspoon minced garlic
655,"1 1/2 cups water 1 1/2 cups pitted and coarsely chopped medjool dates (about 16 dates) 1/4 cup melted unsalted butter, lukewarm 1/2 teaspoon baking soda 1 cup unbleached all-purpose flour, sifted 1/2 cup uncooked medium couscous 1 1/2 teaspoons baking powder 1/2 cup sugar 4 eggs 1 cup icing sugar 5 teaspoons milk"
656,"1 1/2 cups couscous 2 tablespoons olive oil 1 green chili pepper, seeded and minced 1 teaspoon ground cumin 1 teaspoon ground coriander 2 minced garlic cloves 1 1/2 cups frozen shelled edamame 3 cups cherry tomatoes, halved 1 cup of fresh mint or 1 cup basil leaves, chopped 1 bunch scallion, sliced (green onions) 1 tablespoon fresh lemon juice 2/3 cup crumbled feta cheese black olives, if desired (kalamata) salt and pepper, to taste"
657,"1 cup chicken or 1 cup vegetable broth 1 cup uncooked whole wheat couscous 2 cups chopped seeded tomatoes (about 2 medium) 1 cup diced cucumber (about 1) 1 cup thinly sliced green onion (about 6) 1/2 cup grated carrot (1 medium) 1/2 cup red bell pepper 1 (15 1/2 ounce) can chickpeas, drained (garbanzo beans) 2 tablespoons extra virgin olive oil 2 tablespoons red wine vinegar 1 tablespoon fresh lemon juice 2 teaspoons chopped fresh oregano or 1 teaspoon dried oregano 1 teaspoon minced garlic 1/2 teaspoon salt 1/4 teaspoon fresh ground black pepper 1/4 teaspoon crushed red pepper flakes"
658,"12 raw shrimp, peeled and chopped (about 3/4 pound) 1 small chicken breast, boned,skinned and chopped (generous 1/2 cup) 1 tablespoon emeril creole seasoning (recipe below) 1 tablespoon olive oil 4 ounces chopped andouille sausages (1/2 cup) 1/4 cup chopped onion 1/4 green bell pepper 1/4 cup chopped celery 2 tablespoons minced garlic 1/2 cup peeled seeded and chopped italian plum tomato (about 2) 3 bay leaves 1 teaspoon worcestershire sauce 1 teaspoon hot pepper sauce 1 cup chicken stock 1 teaspoon salt 1 teaspoon fresh ground black pepper 1 1/2 cups couscous 2 1/2 tablespoons paprika 2 tablespoons salt 2 tablespoons garlic powder 1 tablespoon black pepper 1 tablespoon onion powder 1 tablespoon cayenne pepper 1 tablespoon dried oregano leaves 1 tablespoon dried leaf thyme"
659,"1 tablespoon olive oil 1 medium size onion, chopped 3 garlic cloves, chopped 1 medium size sweet red pepper, cut into 1/2 inch pieces 1 medium size yellow sweet pepper, cut into 1/2 inch pieces 1/2 teaspoon salt 1/2 teaspoon pepper 1/2 teaspoon dried thyme 1/2 teaspoon red pepper flakes 1/2 teaspoon turmeric 1 (14 1/2 ounce) can chicken broth 1 cup water 1 (10 ounce) box frozen peas, thawed 1 1/2 lbs large shrimp, shelled and cleaned 1 (10 ounce) box couscous (about 1 3/4 cups) 1/2 cup pitted black olives, sliced"
660,"1 onion, chopped 2 carrots, sliced 2 chicken bouillon cubes salt pepper 1 cup couscous 1 tablespoon butter"
661,"2/3 cup raisins 2/3 cup boiling water 1 1/2 cups chicken broth 1/8 teaspoon powdered saffron 1 1/2 cups couscous, uncooked 1 1/2 cups celery, diced 1/3 cup green onion, sliced 1/3 cup pine nuts, toasted 1/4 cup fresh parsley, minced 1/4 cup fresh lemon juice 1/2 teaspoon salt 1/4 teaspoon pepper 1/4 teaspoon ground cinnamon 1/2 cup olive oil"
663,"1 cup couscous boiling water 1/2 cup parsley, chopped 1 green onion, diced 1 tomatoes, diced 1/2 red pepper, diced (or yellow or orange) 1/2 cup feta, crumbled 1/4 cup almonds, whole 3 tablespoons olive oil salt and pepper, to taste ground fresh chili paste, to taste"
664,"1 cup shelled pecans 1 1/2 cups couscous 1 cup dried cranberries 1/2 teaspoon turmeric 2 cups boiling water 1 cup thawed frozen peas 3 scallions, very thinly sliced 2 medium cucumbers, peeled,seeded,and diced 1/4 cup shredded fresh basil 1 lemon, zest of 1/3 cup lemon juice 3 cloves garlic, minced 1/2 teaspoon salt fresh ground black pepper 1/3 cup olive oil"
665,"1 cup diced raw onion 2 teaspoons olive oil 8 ounces your favorite seasoned sausage, crumbled (can use veggie sausage) 3 garlic cloves, minced 1 1/2 cups diced fresh tomatoes 2 teaspoons minced fresh french basil 2 cups chicken broth (or vegetable broth, for vegetarian) 2 cups couscous 1 tablespoon crumbled feta cheese (optional) salt & freshly ground black pepper, to taste fresh lemon juice or lime juice, to taste"
666,"1 cup no-salt-added chicken broth 1 teaspoon dried basil 1 garlic clove, minced 3/4 cup couscous, uncooked 1 tablespoon white wine vinegar 1 1/2 teaspoons olive oil 1/2 teaspoon black pepper 1/8 teaspoon salt 1 cup tomatoes, seeded and chopped"
667,2 teaspoons olive oil 1/2 onion 2 garlic cloves 1 zucchini 1 (4 ounce) can green peppers 2 stalks celery 1/2 teaspoon basil 1 (14 1/2 ounce) can stewed tomatoes 1 (16 ounce) can black beans (drained and rinsed) 1/2 cup couscous 10 olives 1/4 cup parmesan cheese 1/2 cup cheddar cheese 1/2 cup breadcrumbs 1 teaspoon salt
668,"2 tablespoons olive oil 2 cups israeli couscous (or barley or orzo) 4 cups low sodium chicken broth 1/4 cup fresh flat-leaf parsley, chopped 1 1/2 tablespoons fresh rosemary leaves, chopped 1 teaspoon fresh thyme leave, chopped 1 medium green apple, diced 1 cup dried cranberries 1/2 cup slivered almonds, toasted 1/4 cup apple cider vinegar 2 -3 tablespoons maple syrup 1/2-1 teaspoon kosher salt 1/2 teaspoon fresh ground black pepper 1/4 cup olive oil (i recommend about 2 tbs less)"
669,"1 tablespoon olive oil 2 cups red onions, diced 1 cup couscous 1 teaspoon garlic powder 1/2 teaspoon ground black pepper 1/2 teaspoon salt 1/4 cup crumbled goat cheese 1 cup chicken broth"
670,"4 1/2 cups water 1/4 cup extra-virgin olive oil 3 cinnamon sticks, halved 1 1/2 teaspoons ground cumin 2 1/2 teaspoons coarse salt 1 cup chopped dried apricot two 10-ounce boxes couscous (about 3 1/4 cups) 3/4 cup dried currant 1 cup shelled natural pistachios, toasted lightly, cooled, and chopped coarse 3 tablespoons chopped fresh mint leaves"
671,"2 tablespoons olive oil 2 garlic cloves, minced 1/2 teaspoon turmeric 1 2/3 cups water 1 teaspoon lemon zest, finely grated 1/2 teaspoon coarse salt 1 1/2 cups couscous 1/4 cup fresh cilantro, chopped 2 tablespoons fresh lemon juice salt and pepper, to taste"
672,"1 1/4 cups water 2 tablespoons butter 2 teaspoons chicken bouillon granules 1/4 teaspoon salt 1/4 teaspoon pepper 1 cup uncooked couscous 1 (7 ounce) can mushroom stems and pieces, drained"
673,"1 1/2 teaspoons garlic, minced 3 tablespoons olive oil 1 3/4 cups vegetable broth 1/4 teaspoon salt 1 1/2 cups couscous 16 black olives, pitted and coarsely chopped 1/2 cup flat leaf parsley, chopped 1 1/2 teaspoons lemon zest, finely grated"
674,"2 teaspoons earth balance vegan butter 1 small shallot, finely chopped (approx. 1/4 cup) 1 cup low sodium vegetable broth 1/2 cup whole wheat couscous 1/4 cup pine nuts, toasted 1/4 cup currants 1/4 teaspoon salt"
675,"4 tablespoons unsalted butter 3/4 cup chopped shallot (3 to 4 shallots) 3 cups chicken stock, preferably homemade 1/2 teaspoon kosher salt 1/2 teaspoon freshly ground black pepper 1 1/2 cups couscous 1/2 cup toasted pine nuts (pignolis) 1/4 cup dried currant 2 tablespoons chopped fresh flat-leaf parsley"
676,"1/2 large pumpkin, seeds and skin removed olive oil 1 teaspoon salt 1/2 teaspoon black pepper 1 onion, peeled and chopped 2 garlic cloves, crushed 1 1/2 cups chicken stock 1 1/2 cups couscous, instant 1/2 cup raisins 1/2 cup almonds, sliced and toasted 1/3 cup coriander, fresh and chopped"
677,"1 tablespoon olive oil 1 large sweet onion, thinly sliced (such as spanish, vidalia or bermuda) 1/2 cup raisins 1 tablespoon granulated sugar 3 whole cloves 3 inches cinnamon sticks 1/4 teaspoon black pepper 1/4 teaspoon ground ginger 1/4 teaspoon freshly grated nutmeg 2 cups couscous chicken stock (as needed) or mushroom stock (as needed) panir (optional)"
678,2 1/2 cups chicken stock or 2 1/2 cups vegetable stock 1/2 teaspoon ground cumin 1/4 teaspoon paprika 1/4 teaspoon ground black pepper 1/4 teaspoon cinnamon 1/2 teaspoon turmeric 1/2 cup chopped red onion 1/4 cup diced carrot 1/2 cup diced turnip 1/2 cup diced red pepper 1/2 cup diced zucchini 2 cups couscous 1/2 cup fresh peas or 1/2 cup frozen peas salt 3 tablespoons chopped fresh coriander
679,"2 tablespoons olive oil 1 onion, chopped 2 garlic cloves, finely chopped 2 teaspoons moroccan mixed spice (see below) 2 (15 ounce) cans chickpeas, rinsed, drained 1 (15 ounce) can chopped tomatoes 2 cups vegetable stock 2 zucchini, chopped 1 cup green beans, trimmed, halved 1/2 cup chopped dried fig 2 cups couscous 2 tablespoons chopped coriander leaves 1 tablespoon harissa (optional) or 1 tablespoon hot sauce, to taste (optional) 1 teaspoon ground cumin 1 teaspoon ground ginger 1 teaspoon salt 3/4 teaspoon black pepper 1/2 teaspoon ground cinnamon 1/2 teaspoon ground coriander 1/2 teaspoon cayenne 1/2 teaspoon ground allspice 1/4 teaspoon ground cloves"
680,"1 (12 ounce) can chicken broth or 1 (12 ounce) can vegetable broth 1/2 cup water 1 cup couscous 1 cup sun-dried tomato, diced 1 1/2 tablespoons dried basil salt and black pepper 3/4-1 cup toasted pine nuts"
681,"1 tablespoon butter 1 garlic clove, grated 1/2 cup couscous, uncooked 1 cup chicken stock 1 tomatoes, skinned, deseeded and cut into small dice salt and pepper 1/4 cup pine nuts, toasted"
682,"1 tablespoon butter 1 tablespoon olive oil 1/4 cup onion, chopped 2 garlic cloves, peeled and chopped 3/4 cup summer squash, diced salt and pepper, to taste 1 1/4 cups low sodium chicken broth (or vegetable broth) 1 cup couscous 1/4 cup cilantro, chopped (or italian parsley)"
683,"200 g baby red capsicums, chargrilled & chopped 200 g zucchini, quartered & sliced 100 g sun-dried tomatoes, chopped 1/4 cup fresh parsley, finely chopped 100 g walnuts, chopped 200 g couscous 4 tablespoons olive oil 2 tablespoons lemon juice"
684,"1/4 cup toasted pc unsalted raw california almonds, coarsely chopped 3 garlic cloves 2 cups fresh parsley, lightly packed 2 cups fresh cilantro, lightly packed 2 jalapeno peppers, seeded and chopped 1/2 cup extra virgin olive oil 1/4 cup fresh lemon juice 1/2 teaspoon ground cardamom 1/2 teaspoon ground cumin salt & freshly ground black pepper carrot harissa dip blended with flax seed 1/2 cup ricotta cheese 1/4 cup green onion, finely chopped 1/4 cup cilantro, finely chopped cornstarch, for dusting 42 square wonton wrappers (3 1/4 inch/8 cm) 1 large egg, beaten with 1 tbsp (15 ml) 3 2/3 cups vegetable oil (for frying) 1/4 teaspoon each salt & freshly ground black pepper"
685,"2 tablespoons butter 4 shallots, diced 1 medium sweet onion, diced 2 lbs goat meat or 2 lbs lamb stew meat, chunked 3 garlic cloves, minced 2 large heirloom tomatoes, chunked 1 cinnamon stick 2 ounces dried apricots, chopped 1 quart chicken soup (pho) 2 cups cooked brown rice 2 teaspoons ground cumin 2 teaspoons ground coriander 2 teaspoons ground ginger 3 teaspoons paprika 2 teaspoons turmeric 1 teaspoon chili powder 2 teaspoons sea salt black pepper (3 grinds) baby arugula, washed well 2 cups cubed roasted butternut squash"
686,"2 teaspoons cooking oil 2 cups thinly sliced onions 2 garlic cloves, minced 1/2 teaspoon finely grated gingerroot 1/2 teaspoon chili powder 1/2 teaspoon ground cumin 1 lb boneless skinless chicken thighs, halved 1/2 cup dry white wine or 1/2 cup chicken broth 2 tablespoons honey 4 inches cinnamon sticks 6 green cardamoms, bruised or 1/4 teaspoon ground cardamom 1 dash salt 1/4 cup orange juice 2 teaspoons cornstarch 3 tablespoons slivered almonds, toasted (optional)"
687,"6 chicken thighs (bone-in, skin off) 1 teaspoon cornstarch 1 small onion, sliced 4 garlic cloves, sliced (to taste, or depending on how strong the garlic is) 1/2 lb brown lentils 2 teaspoons paprika 1 teaspoon cinnamon 1 teaspoon turmeric 1 1/2 teaspoons cumin 1 teaspoon ground coriander 2 cups chicken broth or 2 cups stock salt pepper 1 teaspoon olive oil nonstick cooking spray"
688,"1 medium onion, finely chopped 1 tablespoon olive oil 4 shoulder lamb chops salt pepper 1 1/2 teaspoons gingerroot, freshly shaved 1/2 teaspoon ground cumin (i used 1 teaspoon because i love cumin!) 2 garlic cloves, minced 1 cinnamon stick 1 tablespoon cilantro, chopped 1 cup prune, pitted 2 tablespoons honey 1 1/2 tablespoons lime juice 2 tablespoons sesame seeds, toasted"
689,"3 cups cabbage, finely shredded 1 cup apple, diced 1 cup english cucumber, diced 1/4 cup raisins 2/3 cup mayonnaise 1 tablespoon fresh lemon juice 1/2 tablespoon vinegar 1/2 teaspoon salt 1/4 teaspoon sugar 1/2 cup roasted peanuts, chopped"
690,"1 1/2 cups chicken broth 1/2 cup golden raisin 1 teaspoon curry powder 1/4 teaspoon salt 1 cup uncooked couscous 1/3 cup oil 2 tablespoons lemon juice 1 teaspoon sugar 1/2 cup slivered almonds, toasted 2 fresh green onions, sliced"
691,"1 3/4 cups water 1 cup couscous, uncooked 1 1/2 cups broccoli florets 1/2 cup red onion 1/3 cup carrot 1/4 cup raisins 1/4 cup roasted cashews, chopped 2 tablespoons white wine vinegar 1 1/2 tablespoons olive oil 1 tablespoon sugar 1 1/2 teaspoons curry powder 1 teaspoon fresh ginger 3/4 teaspoon salt 1 (15 ounce) can chickpeas, drained and rinsed 3/4 cup feta cheese"
692,"5 cups sweet potatoes, peeled and diced 2 cups parsnips, peeled and diced 1 1/2 tablespoons olive oil 1 teaspoon ras el hanout spice mix 3 carrots, peeled and cut crosswise into 2 inch pieces 1 teaspoon kosher salt 1 1/4 cups vegetable broth 1 cup uncooked couscous 1 (15 ounce) can garbanzo beans, rinsed and drained 1 tablespoon olive oil 1 yellow onion, cut into 1/4-inch-thick slices then separated into rings 1/4 cup pine nuts 1/4 cup raisins 1 teaspoon ground cinnamon 1 tablespoon honey"
693,"1 tablespoon olive oil 2 cups onions, slivered 2 cups zucchini, finely diced 2 tablespoons fresh garlic, minced 1/8 teaspoon chili flakes 2 tfresh ginger, finely chopped 2 teaspoons ground cumin 3/4 cup dates, coarsely chopped 1/4 cup roasted black olives, pitted and coarsely chopped 1 -2 cup couscous, prepared 1/2 cup fresh cilantro, coarsely chopped 1/4 cup of fresh mint, finely chopped 1 lemon, juice and zest of salt, to taste 1 tablespoon olive oil 1 tablespoon fresh garlic, minced 1/8 teaspoon chili flakes 2 lbs medium black tiger shrimp, peeled and deveined salt, to taste"
694,"4 -5 hardboiled large eggs, peeled 2 -3 tablespoons mayonnaise (or combination of both) or 2 -3 tablespoons plain yogurt (or combination of both) 1 teaspoon harissa, to taste (homemade is best!) 1 teaspoon extra virgin olive oil 1/4 teaspoon spanish smoked paprika (i used a combination of 1/8 t. smoked paprika and 1/8 t. chipotle powder) salt, to taste (omit or use less salt if using the preserved lemon) 1/2 teaspoon preserved lemon (if you don't have preserved lemon add 1/2 tablespoon of fresh lemon juice) 1/2 tablespoon roasted almonds, finely chopped (pine nuts will work, too.) fresh cilantro, parsley, chives (your choice) or mint (your choice) caraway seed (optional)"
695,"8 lamb loin chops 1 tablespoon vegetable oil 1/4 cup vegetable oil salt pepper 1 medium onion, finely chopped 1/4 cup grainy french mustard 3 -4 tablespoons water 1/2 teaspoon sugar (optional)"
696,"4 lamb shanks olive oil, for browning salt, to taste 1/2 teaspoon black pepper 1 onion, chopped 1 tablespoon olive oil 3 tablespoons unsalted butter 1 stalk celery, finely sliced 1 carrot, finely sliced 1 red bell pepper, finely chopped 4 garlic cloves, minced 1 (16 ounce) can diced tomatoes, not drained 1 teaspoon ground turmeric 1 teaspoon ground paprika 1 teaspoon ground cumin 1 teaspoon ground ginger 1/2 teaspoon saffron salt, to taste 1 quarter preserved lemons or 1 quarter fresh lemon 1 tablespoon capers 1 1/2 teaspoons brown sugar 1 -2 cup water 3 medium zucchini, quartered lengthwise and then cut in 2 inch long pieces 1 tablespoon fresh parsley, finely chopped 1 tablespoon fresh cilantro, finely chopped"
697,"1 (8 ounce) can tomato sauce 1/4 cup paprika 1/4 cup dry red wine 1 tablespoon gingerroot, grated (may substitute 1 tsp ground ginger) 1 -2 teaspoon ground red pepper 1/8 teaspoon ground cardamom 1/8 teaspoon ground nutmeg 1/8 teaspoon ground cloves 1/8 teaspoon ground cinnamon 1/8 teaspoon ground allspice 2 medium onions, chopped 3 garlic cloves, minced 2 tablespoons cooking oil 1/2 teaspoon ground turmeric 1 teaspoon salt 1 broiler-fryer chicken, cut up (2 1/2 to 3 pounds) 1/4 cup dry red wine ethiopian flat bread"
698,"4 skinless chicken legs, separated into thigh and drumstick salt 3 tablespoons lemon juice 1/4 cup unsalted butter 2 large onions, finely chopped 3 garlic cloves, minced 2 tablespoons paprika 1 teaspoon ground black pepper 1/2 teaspoon ground fenugreek 1/2 teaspoon cumin 1/2 teaspoon cardamom 1/2 teaspoon cayenne pepper 1/4 teaspoon coriander powder 1 pinch ground cinnamon 1 pinch clove 1 pinch nutmeg 1 pinch allspice 1 cup water 4 hard-boiled eggs, peeled"
699,"2 lbs skinless chicken legs lemon juice 2 large red onions, finely chopped 1 1/2 cups berbere (ethiopian spice mixture) 1 cup <a href=""https://www.food.com/recipe/niter-kibbeh-ethiopian-spiced-butter-532825"">niter kibbeh: ethiopian spiced butter</a> recipe to make butter, for serving 1/2 cup fresh garlic, finely ground 1/2 cup fresh ginger, finely ground 6 peeled hard-boiled eggs salt use <a href=""https://www.food.com/recipe/injera-fermented-sourdough-bread-532832"">injera (fermented sourdough bread)</a> recipe to make bread, for serving"
700,"3 cups chicken broth or 3 cups water 2 cups couscous 2 cups dried tart cherries 2 cups carrots, coarsely chopped 1 1/2 cups cucumbers, chopped 1/2 cup balsamic vinegar 3 tablespoons olive oil 2 tablespoons dijon mustard salt and pepper, to taste toasted slivered almonds, for garnish (optional)"
701,"1 whole chicken, cut up into serving pieces 1/2 teaspoon salt 1/2 teaspoon pepper 1 tablespoon olive oil 3 cups vertically sliced onions 1 tablespoon peeled chopped fresh ginger 1 teaspoon curry powder 1/2 teaspoon ground cinnamon 1/2 teaspoon ground cardamom 1/4 teaspoon ground red pepper 2 garlic cloves, thinly sliced 1/2 cup reduced-sodium fat-free chicken broth 1/2 dry white wine 3 tablespoons chopped pitted dates 3 tablespoons golden raisins"
702,"cold water (three to six cups) 3 -4 teaspoons tea (earl grey, english breakfast, irish breakfast, etc.) 6 green cardamom pods, bruised honey or sugar, to taste milk (i use homemade almond milk to be dairy free)"
703,"2 ounces butter or 2 ounces oil 1 cup chopped onion 1 teaspoon garlic powder 1 tablespoon curry powder 1 teaspoon turmeric 1 tablespoon salt 1/2 teaspoon chili powder 1 cup coconut cream 2 lbs pork (shrimp or chicken) 2 cups potatoes, diced 1 cup water 2 ounces lemon juice 1 cup coconut cream 2 bananas (optional) 1/2 cup coconut flakes (optional) 4 tablespoons butter (optional)"
704,"2 cups chopped onions 1 teaspoon minced garlic 1 tablespoon vegetable oil 1/2 teaspoon grated fresh ginger 1 teaspoon salt 1/2 teaspoon ground black pepper 1 small habanero pepper, finely chopped 1 teaspoon ground coriander 1 teaspoon ground cumin 1/4 teaspoon ground cardamom 1 dash clove (no more than 1/8 tsp) 1/4 teaspoon turmeric 2 tomatoes, chopped 1 sweet potato, diced (about 2 cups) 3 1/2 cups water 1 lb frozen green pea, thawed"
705,"4 -4 1/2 lbs roasting chickens 2 tablespoons butter, softened plus extra butter, for basting 3 garlic cloves, crushed 1 teaspoon fresh ground black pepper 1 teaspoon ground turmeric 1/2 teaspoon ground cumin 1 teaspoon dried thyme 1 tablespoon fresh cilantro, minced 4 tablespoons thick coconut milk 4 tablespoons medium-dry sherry 1 teaspoon tomato puree salt, and chili powder, to taste"
706,"2 cups cherry tomatoes or 2 cups grape tomatoes, halved 1/2 small white onion, minced 1 green onion, white and little part of green,chopped 2 tablespoons chopped fresh cilantro 2 tablespoons chopped fresh flat-leaf parsley 1 jalapeno pepper, minced 2 teaspoons lemon juice 1/2-1 teaspoon salt, to taste"
707,"1 cup carrots, peeled and chopped or 1 cup baby carrots 2 tablespoons olive oil or 2 tablespoons clarified butter 1 teaspoon balsamic vinegar 1 pinch salt 1 pinch black pepper 1 teaspoon honey 1/4 lemon, juice of 1 pinch cinnamon"
708,"1 tablespoon olive oil 1 medium yellow onion, chopped 1 garlic clove, minced 3 cups vegetable stock 1 (28 ounce) can crushed tomatoes 1 tablespoon tomato paste 1 pinch sugar (or a natural sweetener) 2 bay leaves salt fresh ground black pepper 1 cup cooked israeli couscous 2 tablespoons chopped fresh basil leaves (to garnish)"
709,"1 eggplant, large 1 teaspoon sesame seeds, mashed (use tahini spread) 1/2 teaspoon salt 1 garlic clove, mashed 4 tablespoons lemon juice 2 tablespoons parsley, fresh and finely chopped"
710,"4 teaspoons green tea leaves or 4 teaspoons moroccan tea 24 fresh spearmint, plus more for garnish 4 -5 tablespoons sugar (to taste) 1 quart boiling water"
711,2 lbs top round beef (freshly cut) 6 teaspoons ground cayenne pepper (mitmita*) 4 tablespoons clarified butter (nitir kebe) 1 teaspoon cardamom powder (korerima) 1/4 teaspoon garlic powder (optional) salt and black pepper
713,"12 ounces lean lamb or 12 ounces beef sirloin 1 garlic clove, minced 1 tablespoon olive oil or 1 tablespoon vegetable oil 1 small sweet onion, thinly sliced 3 green hot peppers, quartered lengthwise 1 red bell pepper, thinly sliced 1 pinch salt 1 tablespoon butter 3 -4 teaspoons berbere mixed spice, recommend <a href=""https://www.food.com/recipe/berbere-spice-mix-ethiopian-454642"">berbere spice mix (ethiopian)</a>"
714,"1 lb unsalted butter 1 small onion, coarsely chopped 3 tablespoons garlic, finely chopped 1 teaspoon cardamom pod, crushed lightly with the side of a knife blade 1 teaspoon fenugreek seeds 1 teaspoon ground cumin 1 -2 tablespoon gingerroot, finely chopped 1/4 teaspoon grated nutmeg 1 teaspoon dried oregano 1/2 teaspoon ground turmeric 5 -6 basil leaves"
715,"1/2 teaspoon ground cumin 1 teaspoon ground fenugreek 1/4 teaspoon ground nutmeg 1/2 teaspoon black pepper 1/4 teaspoon turmeric 4 tablespoons hot pepper flakes, dried, red (60 ml) 2 tablespoons paprika (30 ml) 1 teaspoon dried ginger 2 teaspoons dried onion flakes 1/2 teaspoon garlic powder (or flakes) 1/4 teaspoon ground allspice 3/4 teaspoon cardamom seed 1/2 teaspoon ground cloves 1 teaspoon ground coriander powder 1/2 teaspoon ground cinnamon 1 1/2 lbs beef, cut into 1 inch cubes (750 g) 3 tablespoons oil 2 tablespoons ghee (or butter or niter kibbeh, which is the real thing) 1 onion, small, finely chopped 2 garlic cloves, chopped and crushed 2 teaspoons berbere, spice 2 tablespoons tomato paste 1/2 teaspoon sugar 2 cups beef stock (500 ml, can use water) 2 teaspoons sea salt (or to taste)"
716,1 cup split red lentils 1 1/2 tablespoons chili powder (berbere) 3 tablespoons extra virgin olive oil or 3 tablespoons vegetable oil 1 red onions (chopped) or 1 shallot (chopped) 5 1/2 cups water 4 garlic cloves (diced) or 1 teaspoon garlic powder 1/4 teaspoon cardamom powder (if available) salt and black pepper
717,"2 cups ripe tomatoes, seeded & diced or 2 cups cherry tomatoes, diced 1 1/2 cups cucumbers, diced 1/4 cup sweet onion, diced 1 green hot pepper, seeded and finely diced 4 teaspoons lemon juice 2 teaspoons balsamic vinegar or 2 teaspoons red wine vinegar 1/4 teaspoon salt 1/4 teaspoon pepper 2 teaspoons extra virgin olive oil"
718,"2 (15 ounce) cans chickpeas, rinsed and drained 6 garlic cloves, chopped 1/2 onion, chopped 1 extra large egg 1 lemon, juice of 1/3 cup chopped parsley 1/3 cup chopped cilantro 2 teaspoons ground cumin 2 teaspoons ground coriander 1 teaspoon cayenne pepper 1/3 cup self rising flour, plus 2 1/2 tbs 1/4 cup all-purpose flour, for shaping patties salt canola oil (for frying) 1 cup plain greek yogurt 1/4 cup tahini paste 1 lemon, juice of 2 garlic cloves, chopped 1 pinch salt 1 pinch paprika 1/4 cup water diced tomatoes and cucumber pita bread, for sandwich 1 (10 ounce) box couscous (plain) 1 large onion, chopped 5 garlic cloves 1/4 cup olive oil, plus 1 tbs. olive oil 1 teaspoon salt 1/2 chicken bouillon cube 2 tablespoons chopped parsley"
719,"1 lb cucumber (or feggous) 1 lb tomatoes, fresh, ripe 2 tablespoons parsley, chopped fresh (or mint) 2 -3 teaspoons onions, finely chopped 2 tablespoons lemon juice (or vinegar) 3 tablespoons olive oil (or vegetable oil) salt, to taste pepper, to taste"
720,"1 cup fresh cilantro 4 garlic cloves, peeled 2 tablespoons white vinegar 1 lemon, juice of 1 lime, juice of 1 tablespoon paprika 1 tablespoon ground cumin 1/2 teaspoon crushed red pepper flakes 2 tablespoons olive oil (more if needed) salt, to taste cayenne pepper, to taste"
721,"3/4 teaspoon ground cumin 1/4 cup olive oil, extra virgin 1 (15 ounce) can stewed tomatoes, chopped 1 1/2 tablespoons capers, drained 1/2 teaspoon cinnamon 24 ounces fish fillets, about 1-inch thick (halibut is a good choice)"
722,"1/4 cup peanut oil 1/4 teaspoon turmeric 1/4 teaspoon ground cinnamon 1/4 teaspoon ground ginger 1/4 teaspoon ground cumin 1/4 teaspoon cayenne pepper 1 1/2 cups instant couscous 2 1/2 cups vegetable stock (or water) 2 tablespoons orange juice 1 teaspoon brown sugar salt (to taste) 415 g can chickpeas 1 small red onion, finely chopped 1/2 large red capsicum, seeded and cut into 1/4 inch pieces 1/3 cup dates, pitted and chopped 1/4 cup raisins 2 tablespoons minced fresh coriander 2 tablespoons unsalted peanuts, for garnish (chopped)"
723,3 cups chicken broth 1/4 teaspoon salt 2 tablespoons olive oil or 2 tablespoons unsalted butter 2 1/4 cups couscous 1/2 cup currants (optional) or 1/2 cup golden raisin (optional) 1/2 cup slivered almonds (optional)
