source,recipe_url,recipe_id,recipe_title,servings_raw,ingredient_index,ingredient_section,ingredient_line_raw,qty_raw,qty_value,unit,ingredient_name,ingredient_item,ingredient_notes,method_text,instructions,cooking_method_tags,method_keywords,source_chapter,page_num,country,common_name,description
bibis_kitchen_with_cooking_methods.csv,,,Ambrevades au Curry,6,2,,2 teaspoon ground turmeric,,,,,,,,"Warm the oil in a medium saucepan set over medium heat. Add the cumin, turmeric, and cardamom and cook just the tomatoes are nearly dry, about 5 minutes. Add the peas and coconut milk, bring the mixture to a boil, then ½ teaspoon ground cardamom reduce the heat to low, cover, and cook just long enough to 2 medium vine-ripened infuse the peas with all the flavor, about 5 minutes. Season tomatoes, coarsely chopped the peas to taste with salt and serve hot. Leftovers can be Kosher salt stored in an airtight container in the refrigerator for up toa Two 15-ounce cans green pigeon few days and rewarmed in a pot set over low heat (stir while peas, drained and rinsed you heat).","boil, reduce, season, serve, stir",,,273,COMOROS,CURRIED PIGEON PEAS,"What we know as pigeon peas in the United States were first cultivated in India thousands of years ago, and they have since found their way to many countries. Known as toor dal in Hindi, gandules throughout Latin America, gungo peas in Jamaica, kardis in Malawi, and ambrevades in French, pigeon peas are a staple of so many cultures. This dish, eaten all"
bibis_kitchen_with_cooking_methods.csv,,,Ambrevades au Curry,6,3,,1 cup full-fat unsweetened,,,,,,,,"Warm the oil in a medium saucepan set over medium heat. Add the cumin, turmeric, and cardamom and cook just the tomatoes are nearly dry, about 5 minutes. Add the peas and coconut milk, bring the mixture to a boil, then ½ teaspoon ground cardamom reduce the heat to low, cover, and cook just long enough to 2 medium vine-ripened infuse the peas with all the flavor, about 5 minutes. Season tomatoes, coarsely chopped the peas to taste with salt and serve hot. Leftovers can be Kosher salt stored in an airtight container in the refrigerator for up toa Two 15-ounce cans green pigeon few days and rewarmed in a pot set over low heat (stir while peas, drained and rinsed you heat).","boil, reduce, season, serve, stir",,,273,COMOROS,CURRIED PIGEON PEAS,"What we know as pigeon peas in the United States were first cultivated in India thousands of years ago, and they have since found their way to many countries. Known as toor dal in Hindi, gandules throughout Latin America, gungo peas in Jamaica, kardis in Malawi, and ambrevades in French, pigeon peas are a staple of so many cultures. This dish, eaten all"
bibis_kitchen_with_cooking_methods.csv,,,Roti ya Houma Pampa,4,1,,1 pound boneless salt cod bowl,,,,,,,,"Place the oil in a large heavy pot or Dutch oven set over medium heat. Add the garlic and turmeric and cook, stirring 4 large tomatoes, coarsely occasionally, until very fragrant, about 1 minute. Add the onion and cook, stirring occasionally, until beginning to ½ teaspoon freshly ground soften, about 5 minutes. Stir in the tomatoes and pepper and increase the heat to high. When the tomatoes start to bubble, immediately reduce the heat to low, set the cod on top of the tomato mixture, and cover. Cook until the cod flakes easily when poked with a spoon or fork, about 10 minutes. Break the fish into large pieces with a serving spoon and serve immediately while hot. Leftovers can be stored in an airtight container in the refrigerator for up to a few days and rewarmed in a pot set over low heat (stir while you heat).","reduce, serve, stir",,,274,COMOROS,SALT COD WITH TOMATOES AND ONIONS,"Fresh cod that has been preserved with salt and air-dried for a time is known as salt cod. It is not dissimilar from other salted, dried proteins like prosciutto, country ham, and all types of jerky. ¼ou can find salt cod all over the world (unsurprisingly, it travels well!), and it’s a great thing to keep in your pantry, since it’s an affordable way of incorporating flavor"
bibis_kitchen_with_cooking_methods.csv,,,Roti ya Houma Pampa,4,2,,3 tablespoon canola oil,,,,,,,,"Place the oil in a large heavy pot or Dutch oven set over medium heat. Add the garlic and turmeric and cook, stirring 4 large tomatoes, coarsely occasionally, until very fragrant, about 1 minute. Add the onion and cook, stirring occasionally, until beginning to ½ teaspoon freshly ground soften, about 5 minutes. Stir in the tomatoes and pepper and increase the heat to high. When the tomatoes start to bubble, immediately reduce the heat to low, set the cod on top of the tomato mixture, and cover. Cook until the cod flakes easily when poked with a spoon or fork, about 10 minutes. Break the fish into large pieces with a serving spoon and serve immediately while hot. Leftovers can be stored in an airtight container in the refrigerator for up to a few days and rewarmed in a pot set over low heat (stir while you heat).","reduce, serve, stir",,,274,COMOROS,SALT COD WITH TOMATOES AND ONIONS,"Fresh cod that has been preserved with salt and air-dried for a time is known as salt cod. It is not dissimilar from other salted, dried proteins like prosciutto, country ham, and all types of jerky. ¼ou can find salt cod all over the world (unsurprisingly, it travels well!), and it’s a great thing to keep in your pantry, since it’s an affordable way of incorporating flavor"
bibis_kitchen_with_cooking_methods.csv,,,Roti ya Houma Pampa,4,3,,1 teaspoon ground turmeric it dry,,,,,,,,"Place the oil in a large heavy pot or Dutch oven set over medium heat. Add the garlic and turmeric and cook, stirring 4 large tomatoes, coarsely occasionally, until very fragrant, about 1 minute. Add the onion and cook, stirring occasionally, until beginning to ½ teaspoon freshly ground soften, about 5 minutes. Stir in the tomatoes and pepper and increase the heat to high. When the tomatoes start to bubble, immediately reduce the heat to low, set the cod on top of the tomato mixture, and cover. Cook until the cod flakes easily when poked with a spoon or fork, about 10 minutes. Break the fish into large pieces with a serving spoon and serve immediately while hot. Leftovers can be stored in an airtight container in the refrigerator for up to a few days and rewarmed in a pot set over low heat (stir while you heat).","reduce, serve, stir",,,274,COMOROS,SALT COD WITH TOMATOES AND ONIONS,"Fresh cod that has been preserved with salt and air-dried for a time is known as salt cod. It is not dissimilar from other salted, dried proteins like prosciutto, country ham, and all types of jerky. ¼ou can find salt cod all over the world (unsurprisingly, it travels well!), and it’s a great thing to keep in your pantry, since it’s an affordable way of incorporating flavor"
bibis_kitchen_with_cooking_methods.csv,,,Roho,,1,,2 cup granulated sugar,,,,,,,,,,,,282,COMOROS,COMORIAN WEDDING SWEET,"Comorian weddings are a huge deal, to say the least, and roho, a fudgelike sweet made of cardamom-infused eggs and sugar, is a special treat often made for these celebrations. It is usually served with strong coffee poured into small cups. Roho must be stirred constantly while cooking. Don’t discard the leftover egg whites; save them in the refrigerator for a day"
bibis_kitchen_with_cooking_methods.csv,,,Roho,,2,,1 cup ghee,,,,,,,,,,,,282,COMOROS,COMORIAN WEDDING SWEET,"Comorian weddings are a huge deal, to say the least, and roho, a fudgelike sweet made of cardamom-infused eggs and sugar, is a special treat often made for these celebrations. It is usually served with strong coffee poured into small cups. Roho must be stirred constantly while cooking. Don’t discard the leftover egg whites; save them in the refrigerator for a day"
bibis_kitchen_with_cooking_methods.csv,,,Roho,,3,,1 teaspoon ground cardamom (The fat from the ghee and the egg yolks will start,,,,,,,,,,,,282,COMOROS,COMORIAN WEDDING SWEET,"Comorian weddings are a huge deal, to say the least, and roho, a fudgelike sweet made of cardamom-infused eggs and sugar, is a special treat often made for these celebrations. It is usually served with strong coffee poured into small cups. Roho must be stirred constantly while cooking. Don’t discard the leftover egg whites; save them in the refrigerator for a day"
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/african-fish-pastry/,,African Fish Rolls,12,1,,,14 -16,,ounces,mackerel,,drained,,,bake; fry; mix; knead; chop,,,,,,
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/african-masa-recipe-hausa-masa/,,African Masa Recipe,40,1,,,2,2.0,cups,rice,,"use The Tuwo Rice, Arborio, or Jasmine Rice",,,bake; fry; mix; blend; soak,,,,,,
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/african-pancakes/,,Nigerian Pancakes,6,1,,,2,2.0,cups,all-purpose Flour,,,,,bake; mix,,,,Nigeria,,
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/african-spaghetti-sauce-with-meatballs/,,African Spaghetti Sauce with Meatballs,15,1,,,1,1.0,pound,ground beef,,,,,bake; simmer; mix; blend,,,,,,
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/african-stew/,,Nigerian Beef Stew (African Stew Recipe),8,1,,,2,2.0,lbs,Beef,,,,,fry; simmer; stew; mix; blend,,,,Nigeria,,
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/african-style-coconut-rice/,,Authentic Nigerian Coconut Rice,9,1,,,1.5,1.5,pounds,turkey wings or chicken quarters,,cut into smaller sizes,,,fry; boil; mix; blend; chop,,,,Nigeria,,
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/amala-recipe/,,Amala - Nigerian Food,4,1,,,2,2.0,cups,Yam Flour,,sifted,,,boil; stew; mix,,,,Nigeria,,
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/basmati-jollof-rice-recipe/,,Basmati Jollof Rice recipe (The Party style with Beef),10,1,,,3,3.0,cups,basmati rice,,,,,roast; fry; boil; mix; blend; chop,,,,,,
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/berbere-spice/,,Ethiopian Berbere Spice,1,1,,,2,2.0,teaspoons,coriander seeds,,,,,toast; mix,,,,Ethiopia,,
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/black-eyed-peas-and-beef/,,One Pot Black Eyed Peas And Beef,9,1,,,3,3.0,cups,black eyed peas,,,,,boil; simmer; stew; mix; chop,,,,,,
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/chakalaka/,,Chakalaka | South African Food,6,1,,,3,3.0,tablespoons,oil,,,,,bake; grill; saute; simmer; mix; chop,,,,South Africa,,
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/chicken-samosa/,,Chicken Samosas Recipe,15,1,,,2,2.0,cups,all-purpose flour,,,,,bake; fry; mix; knead; chop,,,,,,
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/coconut-fried-rice/,,Coconut Fried Rice With Extra veggies,8,1,,,3,3.0,cups,basmati Rice,,,,,fry; mix; chop,,,,,,
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/creamy-fonio-porridge/,,Creamy Fonio Breakfast Porridge (Acha Porridge),2,1,,,½,0.5,cup,fonio,,washed,,,toast; mix,,,,,,
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/creamy-polenta-recipe/,,Simple and Creamy Polenta Recipe,4,1,,,4,4.0,cups,low-sodium chicken broth,,or water,,,boil; mix,,,,,,
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/crispy-yuca-fries/,,Crispy Yuca Fries - Oven-baked or Deep fried,4,1,,,2,2.0,,Yuca root,,medium size,,,bake; fry; boil,,,,,,
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/delicious-homemade-sweet-potato-pie/,,Delicious Homemade Sweet Potato Pie,8,1,,,2,2.0,,sweet potatoes,,"medium-sized, about 1-½ pounds, [cooked and mashed]",,,bake; mix,,,,,,
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/easy-chicken-peanut-soup/,,Easy African Chicken Peanut Soup,6,1,,,2,2.0,,habanero pepper,,use 1 or ½ for less heat,,,fry; mix; blend; chop,,,,,,
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/eggless-nigerian-buns/,,Eggless Nigerian Buns,0,1,,,4,4.0,cups,all-purpose flour,,,,,bake; fry; mix,,,,Nigeria,,
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/fried-plantains/,,Fried Plantains - Sweet and Savory Delicacy,6,1,,,3,3.0,,plantains,,ripe,,,fry; mix; chop,,,,,,
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/gbegiri-soup/,,Gbegiri Soup - Delicious West African Bean Soup,6,1,,,1½,1.5,cups,black-eyed peas,,or honey beans,,,simmer; mix; blend; soak,,,,,,
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/grilled-corn-on-the-cob/,,Easy Grilled Corn on the Cob Recipe,4,1,,,4,4.0,,ears of corn,,husks and silk removed,,,grill,,,,,,
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/grilled-plantains/,,Grilled Plantains,4,1,,,4,4.0,,ripe plantains,,,,,bake; grill; fry,,,,,,
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/harissa-chicken/,,Harissa Chicken Wings,24,1,,,2,2.0,lb,chicken wings,,,,,bake; simmer; mix; blend,,,,,,
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/how-to-cook-a-super-juicy-turkey/,,How To Cook a Super Juicy Turkey - Dry Brined,4,1,,,1,1.0,whole,Fresh Young Turkey,,approximately 10 lbs - Thawed to room temp.,,,bake; roast; mix; chop,,,,,,
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/how-to-make-eba/,,Eba - Nigerian Food,2,1,,,1,1.0,cup,Garri,,Cassava flakes,,,boil; stew; mix; soak,,,,Nigeria,,
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/ikokore/,,Ikokore - Water Yam Pottage,8,1,,,1,1.0,pound,beef,,cut into cubes,,,grill; boil; simmer; mix; blend; chop,,,,,,
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/indulgent-homemade-pumpkin-pie/,,Indulgent Homemade Pumpkin Pie,8,1,,,1,1.0,,can,,15 ounces Pumpkin puree,,,bake; blend,,,,,,
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/jollof-spaghetti-recipe/,,Jollof Spaghetti,6,1,,,2,2.0,,red bell peppers,,,,,boil; simmer; mix; blend; chop,,,,,,
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/jute-leaves-soup-ewedu-mulukhiyah-or-molokhia/,,Ewedu - Jute Leaves Soup,5,1,,,8,8.0,oz,Fresh ewedu leaves,,,,,mix; blend,,,,,,
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/make-moin-moin-moi-moi/,,How to make Moin Moin/Moi Moi,5,1,,,1½,1.5,cups,dry beans,,black eyed peas or brown beans-''ewa oloyin'',,,boil; blend; soak,,,,,,
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/meat-floss/,,Meat Floss (Beef Floss) - Dambu Nama,10,1,,,3,3.0,pounds,beef,,,,,fry; mix; blend,,,,,,
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/nigerian-recipes-you-need-to-try/,,60+ Nigerian Recipes You Need To Try,0,1,,,,,,Jollof Rice,,,,,,,,,Nigeria,,
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/niter-kibbeh-ethiopian-clarified-butter/,,Niter Kibbeh Ethiopian Spiced Clarified Butter,24,1,,,1,1.0,tablespoon,Black cardamom seeds,,Korerima,,,toast; simmer; mix; blend,,,,Ethiopia,,
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/nyama-choma/,,Nyama Choma,4,1,,,2,2.0,pounds,meat,,preferably goat or beef,,,grill; mix; blend; chop,,,,,,
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/oven-roasted-turkey-breast/,,Perfect Juicy Oven-Roasted Turkey Breast,10,1,,,6 to 8,,lb.,turkey breast,,,,,bake; roast; mix,,,,,,
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/peri-peri-chicken/,,Peri-Peri Chicken (Piri-Piri Chicken),4,1,,,1¾,1.75,lb,chicken quarters,,,,,bake; grill; blend,,,,,,
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/peri-peri-sauce/,,Easy Spicy Peri Peri Sauce,1,1,,,1,1.0,,red bell pepper,,,,,simmer; blend,,,,,,
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/semolina-flour-masa/,,Semolina Flour Masa,0,1,,,2,2.0,cups,semolina,,,,,bake; mix,,,,,,
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/stick-meat/,,Spicy Nigerian Stick Meat,6,1,,,2,2.0,lb,beef,,,,,bake; fry; simmer; mix; blend; chop,,,,Nigeria,,
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/suya/,,Suya - The Nigerian Kebab,22,1,,,2 ½,2.5,lb,beef,,"Flank steak, skirt steak, sirloin",,,mix; marinate; soak; chop,,,,Nigeria,,
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/sweet-potato-kale-salad/,,My To Go Sweet Potato Kale Salad,4,1,,,2,2.0,lb.,sweet potatoes,,"2 large, peeled and cubed",,,bake; roast; mix; chop,,,,,,
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/tropical-mango-pineapple-smoothie/,,Tropical Mango Pineapple Smoothie Recipe,2,1,,,1,1.0,cup,mango,,Frozen Chunks,,,toast; blend; chop,,,,,,
cheflola_african_recipes_single_table.csv,https://cheflolaskitchen.com/yam-porridge-pottage/,,Yam pottage/Yam Porridge (Asaro) Recipe,4,1,,,1,1.0,medium,Yam tuber,,,,,simmer; mix; blend; chop,,,,,,
zimbokitchen_single_table.csv,https://www.zimbokitchen.com/tammys-sesame-oil-chicken/,,Tammy’s Sesame Oil Chicken,4 – 5 servings,1,,"1 kg chicken breast, julienned",1,1.0,kg,,"chicken breast, julienned",,,,fry; simmer,,,,Zimbabwe,,
zimbokitchen_single_table.csv,https://www.zimbokitchen.com/tammys-sesame-oil-chicken/,,Tammy’s Sesame Oil Chicken,4 – 5 servings,2,,"2 tbsp fresh ginger, thinly sliced",2,2.0,tbsp,,"fresh ginger, thinly sliced",,,,fry; simmer,,,,Zimbabwe,,
zimbokitchen_single_table.csv,https://www.zimbokitchen.com/tammys-sesame-oil-chicken/,,Tammy’s Sesame Oil Chicken,4 – 5 servings,3,,"2 medium carrots, julienned",2,2.0,medium,,"carrots, julienned",,,,fry; simmer,,,,Zimbabwe,,
zimbokitchen_single_table.csv,https://www.zimbokitchen.com/tammys-sesame-oil-chicken/,,Tammy’s Sesame Oil Chicken,4 – 5 servings,4,,40 ml soy sauce,40,40.0,ml,,soy sauce,,,,fry; simmer,,,,Zimbabwe,,
zimbokitchen_single_table.csv,https://www.zimbokitchen.com/tammys-sesame-oil-chicken/,,Tammy’s Sesame Oil Chicken,4 – 5 servings,5,,2 tbsp brown spirit vinegar,2,2.0,tbsp,,brown spirit vinegar,,,,fry; simmer,,,,Zimbabwe,,
zimbokitchen_single_table.csv,https://www.zimbokitchen.com/tammys-sesame-oil-chicken/,,Tammy’s Sesame Oil Chicken,4 – 5 servings,6,,1 tsp salt,1,1.0,tsp,,salt,,,,fry; simmer,,,,Zimbabwe,,
zimbokitchen_single_table.csv,https://www.zimbokitchen.com/tammys-sesame-oil-chicken/,,Tammy’s Sesame Oil Chicken,4 – 5 servings,7,,1/2 tsp white pepper,1/2,0.5,tsp,,white pepper,,,,fry; simmer,,,,Zimbabwe,,
zimbokitchen_single_table.csv,https://www.zimbokitchen.com/tammys-sesame-oil-chicken/,,Tammy’s Sesame Oil Chicken,4 – 5 servings,8,,3 tbsp Tammy’s Pure Organic Sesame Oil,3,3.0,tbsp,,Tammy’s Pure Organic Sesame Oil,,,,fry; simmer,,,,Zimbabwe,,
zimbokitchen_single_table.csv,https://www.zimbokitchen.com/tammys-sesame-oil-chicken/,,Tammy’s Sesame Oil Chicken,4 – 5 servings,9,,60 ml water,60,60.0,ml,,water,,,,fry; simmer,,,,Zimbabwe,,
zimbokitchen_single_table.csv,https://www.zimbokitchen.com/tammys-sesame-oil-chicken/,,Tammy’s Sesame Oil Chicken,4 – 5 servings,10,,a sprinkle of sesame seeds,,,,,a sprinkle of sesame seeds,,,,fry; simmer,,,,Zimbabwe,,
zimbokitchen_single_table.csv,https://www.zimbokitchen.com/tammys-sesame-oil-chicken/,,Tammy’s Sesame Oil Chicken,4 – 5 servings,11,,"a handful of spring onion green tips, chopped",,,,,"a handful of spring onion green tips, chopped",,,,fry; simmer,,,,Zimbabwe,,
zimbokitchen_single_table.csv,https://www.zimbokitchen.com/homemade-sweet-chilli-fish-fingers/,,Homemade Sweet Chilli Fish Fingers,4 – 5,1,,500 g Fish fillets of your choice,500,500.0,g,,Fish fillets of your choice,,,,fry; mix,,,,Zimbabwe,,
zimbokitchen_single_table.csv,https://www.zimbokitchen.com/homemade-sweet-chilli-fish-fingers/,,Homemade Sweet Chilli Fish Fingers,4 – 5,2,,3 heaped tbsp flour,3,3.0,heaped,,tbsp flour,,,,fry; mix,,,,Zimbabwe,,
zimbokitchen_single_table.csv,https://www.zimbokitchen.com/homemade-sweet-chilli-fish-fingers/,,Homemade Sweet Chilli Fish Fingers,4 – 5,3,,2 tbsp mayonnaise,2,2.0,tbsp,,mayonnaise,,,,fry; mix,,,,Zimbabwe,,
zimbokitchen_single_table.csv,https://www.zimbokitchen.com/homemade-sweet-chilli-fish-fingers/,,Homemade Sweet Chilli Fish Fingers,4 – 5,4,,1 egg,1,1.0,egg,,,,,,fry; mix,,,,Zimbabwe,,
zimbokitchen_single_table.csv,https://www.zimbokitchen.com/homemade-sweet-chilli-fish-fingers/,,Homemade Sweet Chilli Fish Fingers,4 – 5,5,,4 tbsp Mr Sauce Sweet Chilli Sauce,4,4.0,tbsp,,Mr Sauce Sweet Chilli Sauce,,,,fry; mix,,,,Zimbabwe,,
zimbokitchen_single_table.csv,https://www.zimbokitchen.com/homemade-sweet-chilli-fish-fingers/,,Homemade Sweet Chilli Fish Fingers,4 – 5,6,,1 tsp salt,1,1.0,tsp,,salt,,,,fry; mix,,,,Zimbabwe,,
zimbokitchen_single_table.csv,https://www.zimbokitchen.com/homemade-sweet-chilli-fish-fingers/,,Homemade Sweet Chilli Fish Fingers,4 – 5,7,,1/2 tsp paprika,1/2,0.5,tsp,,paprika,,,,fry; mix,,,,Zimbabwe,,
zimbokitchen_single_table.csv,https://www.zimbokitchen.com/homemade-sweet-chilli-fish-fingers/,,Homemade Sweet Chilli Fish Fingers,4 – 5,8,,1/4 tsp pepper,1/4,0.25,tsp,,pepper,,,,fry; mix,,,,Zimbabwe,,
zimbokitchen_single_table.csv,https://www.zimbokitchen.com/homemade-sweet-chilli-fish-fingers/,,Homemade Sweet Chilli Fish Fingers,4 – 5,9,,1 1/2 cups breadcrumbs,1 1/2,1.5,cups,,breadcrumbs,,,,fry; mix,,,,Zimbabwe,,
zimbokitchen_single_table.csv,https://www.zimbokitchen.com/homemade-sweet-chilli-fish-fingers/,,Homemade Sweet Chilli Fish Fingers,4 – 5,11,,1 1/4 tsp paprika,1 1/4,1.25,tsp,,paprika,,,,fry; mix,,,,Zimbabwe,,
zimbokitchen_single_table.csv,https://www.zimbokitchen.com/homemade-sweet-chilli-fish-fingers/,,Homemade Sweet Chilli Fish Fingers,4 – 5,12,,1/2 tsp pepper,1/2,0.5,tsp,,pepper,,,,fry; mix,,,,Zimbabwe,,
zimbokitchen_single_table.csv,https://www.zimbokitchen.com/scrumptious-chicken-gizzards-2/,,Scrumptious Chicken Gizzards,,1,,500g chicken gizzards,,,,,500g chicken gizzards,,,,fry; simmer; mix,,,,Zimbabwe,,
zimbokitchen_single_table.csv,https://www.zimbokitchen.com/scrumptious-chicken-gizzards-2/,,Scrumptious Chicken Gizzards,,2,,1 tsp salt,1,1.0,tsp,,salt,,,,fry; simmer; mix,,,,Zimbabwe,,
zimbokitchen_single_table.csv,https://www.zimbokitchen.com/scrumptious-chicken-gizzards-2/,,Scrumptious Chicken Gizzards,,3,,3 tbsp oil,3,3.0,tbsp,,oil,,,,fry; simmer; mix,,,,Zimbabwe,,
zimbokitchen_single_table.csv,https://www.zimbokitchen.com/scrumptious-chicken-gizzards-2/,,Scrumptious Chicken Gizzards,,4,,1 tbsp tomato paste,1,1.0,tbsp,,tomato paste,,,,fry; simmer; mix,,,,Zimbabwe,,
zimbokitchen_single_table.csv,https://www.zimbokitchen.com/scrumptious-chicken-gizzards-2/,,Scrumptious Chicken Gizzards,,5,,50ml Mr Sauce Worcester sauce,,,,,50ml Mr Sauce Worcester sauce,,,,fry; simmer; mix,,,,Zimbabwe,,
zimbokitchen_single_table.csv,https://www.zimbokitchen.com/scrumptious-chicken-gizzards-2/,,Scrumptious Chicken Gizzards,,6,,150 ml water,150,150.0,ml,,water,,,,fry; simmer; mix,,,,Zimbabwe,,
zimbokitchen_single_table.csv,https://www.zimbokitchen.com/scrumptious-chicken-gizzards-2/,,Scrumptious Chicken Gizzards,,7,,"1/2 medium onion, sliced",1/2,0.5,medium,,"onion, sliced",,,,fry; simmer; mix,,,,Zimbabwe,,
zimbokitchen_single_table.csv,https://www.zimbokitchen.com/scrumptious-chicken-gizzards-2/,,Scrumptious Chicken Gizzards,,8,,"3 cloves garlic, finely chopped",3,3.0,cloves,,"garlic, finely chopped",,,,fry; simmer; mix,,,,Zimbabwe,,
zimbokitchen_single_table.csv,https://www.zimbokitchen.com/scrumptious-chicken-gizzards-2/,,Scrumptious Chicken Gizzards,,9,,"1 medium green pepper, chopped",1,1.0,medium,,"green pepper, chopped",,,,fry; simmer; mix,,,,Zimbabwe,,
zimbokitchen_single_table.csv,https://www.zimbokitchen.com/scrumptious-chicken-gizzards-2/,,Scrumptious Chicken Gizzards,,10,,"4 carrots, chopped",4,4.0,carrots,,", chopped",,,,fry; simmer; mix,,,,Zimbabwe,,
zimbokitchen_single_table.csv,https://www.zimbokitchen.com/miri-piri-roasted-potato-wedges/,,Miri Piri Roasted Potato Wedges,4 – 5 servings,1,,8 medium-large potatoes,8,8.0,medium,,-large potatoes,,,,grill,,,,Zimbabwe,,
zimbokitchen_single_table.csv,https://www.zimbokitchen.com/miri-piri-roasted-potato-wedges/,,Miri Piri Roasted Potato Wedges,4 – 5 servings,2,,3-4 tbsp cooking oil,,,,,3-4 tbsp cooking oil,,,,grill,,,,Zimbabwe,,
zimbokitchen_single_table.csv,https://www.zimbokitchen.com/miri-piri-roasted-potato-wedges/,,Miri Piri Roasted Potato Wedges,4 – 5 servings,3,,1 tsp salt,1,1.0,tsp,,salt,,,,grill,,,,Zimbabwe,,
zimbokitchen_single_table.csv,https://www.zimbokitchen.com/miri-piri-roasted-potato-wedges/,,Miri Piri Roasted Potato Wedges,4 – 5 servings,4,,1 1/2 tsp dried thyme,1 1/2,1.5,tsp,,dried thyme,,,,grill,,,,Zimbabwe,,
zimbokitchen_single_table.csv,https://www.zimbokitchen.com/miri-piri-roasted-potato-wedges/,,Miri Piri Roasted Potato Wedges,4 – 5 servings,5,,"3 cloves garlic, grated",3,3.0,cloves,,"garlic, grated",,,,grill,,,,Zimbabwe,,
zimbokitchen_single_table.csv,https://www.zimbokitchen.com/miri-piri-roasted-potato-wedges/,,Miri Piri Roasted Potato Wedges,4 – 5 servings,6,,3-4 tbsp Mr Sauce Miri Piri Sauce,,,,,3-4 tbsp Mr Sauce Miri Piri Sauce,,,,grill,,,,Zimbabwe,,
zimbokitchen_single_table.csv,https://www.zimbokitchen.com/delicious-chicken-curry-ii/,,DELICIOUS CHICKEN CURRY II,4 – 5 servings,1,,500 g chicken breast,500,500.0,g,,chicken breast,,,,fry; simmer; mix,,,,Zimbabwe,,
zimbokitchen_single_table.csv,https://www.zimbokitchen.com/delicious-chicken-curry-ii/,,DELICIOUS CHICKEN CURRY II,4 – 5 servings,2,,3 tbsp oil,3,3.0,tbsp,,oil,,,,fry; simmer; mix,,,,Zimbabwe,,
zimbokitchen_single_table.csv,https://www.zimbokitchen.com/delicious-chicken-curry-ii/,,DELICIOUS CHICKEN CURRY II,4 – 5 servings,3,,"1 medium onion, finely chopped",1,1.0,medium,,"onion, finely chopped",,,,fry; simmer; mix,,,,Zimbabwe,,
zimbokitchen_single_table.csv,https://www.zimbokitchen.com/delicious-chicken-curry-ii/,,DELICIOUS CHICKEN CURRY II,4 – 5 servings,4,,"3 tsp garlic, grated",3,3.0,tsp,,"garlic, grated",,,,fry; simmer; mix,,,,Zimbabwe,,
zimbokitchen_single_table.csv,https://www.zimbokitchen.com/delicious-chicken-curry-ii/,,DELICIOUS CHICKEN CURRY II,4 – 5 servings,5,,"2 tsp ginger, finely chopped",2,2.0,tsp,,"ginger, finely chopped",,,,fry; simmer; mix,,,,Zimbabwe,,
